SourceFile,Line,Heading,Text,Classification,RequirementIDs,Basis
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,297,4. Required Graphify Directory Structure,│ ├── ARCHITECTURE_OVERVIEW.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,298,4. Required Graphify Directory Structure,│ ├── PROCESS_AND_SERVICE_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,299,4. Required Graphify Directory Structure,│ ├── DATA_FLOW_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,300,4. Required Graphify Directory Structure,│ ├── STORAGE_MODEL.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,301,4. Required Graphify Directory Structure,│ ├── FRONTEND_ARCHITECTURE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,302,4. Required Graphify Directory Structure,│ ├── SERVER_ARCHITECTURE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,303,4. Required Graphify Directory Structure,│ ├── MACHINE_LEARNING_ARCHITECTURE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,304,4. Required Graphify Directory Structure,│ ├── JOB_AND_QUEUE_ARCHITECTURE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,305,4. Required Graphify Directory Structure,│ └── PLATFORM_AND_DEPLOYMENT_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,306,4. Required Graphify Directory Structure,│,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,307,4. Required Graphify Directory Structure,├── 02-existing-feature-map/,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,308,4. Required Graphify Directory Structure,│ ├── FEATURE_INDEX.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,309,4. Required Graphify Directory Structure,│ ├── GALLERY_AND_TIMELINE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,310,4. Required Graphify Directory Structure,│ ├── ASSET_VIEWER.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,311,4. Required Graphify Directory Structure,│ ├── METADATA.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,312,4. Required Graphify Directory Structure,│ ├── PEOPLE_AND_FACES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,313,4. Required Graphify Directory Structure,│ ├── SEARCH_AND_OCR.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,314,4. Required Graphify Directory Structure,│ ├── TAGS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,315,4. Required Graphify Directory Structure,│ ├── ALBUMS_AND_FAVORITES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,316,4. Required Graphify Directory Structure,│ ├── MEMORIES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,317,4. Required Graphify Directory Structure,│ ├── MAP_AND_LOCATION.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,318,4. Required Graphify Directory Structure,│ ├── DUPLICATES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,319,4. Required Graphify Directory Structure,│ ├── EDITING.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,320,4. Required Graphify Directory Structure,│ ├── LIBRARIES_AND_STORAGE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,321,4. Required Graphify Directory Structure,│ ├── JOBS_AND_NOTIFICATIONS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,322,4. Required Graphify Directory Structure,│ ├── AUTHENTICATION_AND_USERS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,323,4. Required Graphify Directory Structure,│ ├── SHARING_AND_MOBILE_BACKUP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,324,4. Required Graphify Directory Structure,│ ├── ADMINISTRATION.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,325,4. Required Graphify Directory Structure,│ └── SETTINGS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,326,4. Required Graphify Directory Structure,│,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,327,4. Required Graphify Directory Structure,├── 03-dependency-graphs/,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,328,4. Required Graphify Directory Structure,│ ├── FRONTEND_TO_API_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,329,4. Required Graphify Directory Structure,│ ├── API_TO_SERVICE_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,330,4. Required Graphify Directory Structure,│ ├── SERVICE_TO_DATABASE_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,331,4. Required Graphify Directory Structure,│ ├── UI_COMPONENT_DEPENDENCIES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,332,4. Required Graphify Directory Structure,│ ├── SHARED_TYPES_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,333,4. Required Graphify Directory Structure,│ ├── MACHINE_LEARNING_DEPENDENCIES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,334,4. Required Graphify Directory Structure,│ ├── JOB_QUEUE_DEPENDENCIES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,335,4. Required Graphify Directory Structure,│ ├── STORAGE_DEPENDENCIES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,336,4. Required Graphify Directory Structure,│ ├── AUTH_DEPENDENCIES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,337,4. Required Graphify Directory Structure,│ └── REMOVAL_BLOCKERS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,338,4. Required Graphify Directory Structure,│,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,339,4. Required Graphify Directory Structure,├── 04-master-plan-traceability/,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,340,4. Required Graphify Directory Structure,│ ├── MASTER_PLAN_REQUIREMENT_INDEX.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,341,4. Required Graphify Directory Structure,│ ├── REQUIREMENT_TO_CODE_MATRIX.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,342,4. Required Graphify Directory Structure,│ ├── REQUIREMENT_TO_TEST_MATRIX.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,343,4. Required Graphify Directory Structure,│ ├── UNMAPPED_REQUIREMENTS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,344,4. Required Graphify Directory Structure,│ ├── PARTIALLY_MAPPED_REQUIREMENTS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,345,4. Required Graphify Directory Structure,│ ├── CODE_WITHOUT_TARGET_REQUIREMENT.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,346,4. Required Graphify Directory Structure,│ └── TRACEABILITY_COVERAGE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,347,4. Required Graphify Directory Structure,│,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,348,4. Required Graphify Directory Structure,├── 05-keep-port-rewrite-remove/,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,349,4. Required Graphify Directory Structure,│ ├── DECISION_MATRIX.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,350,4. Required Graphify Directory Structure,│ ├── KEEP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,351,4. Required Graphify Directory Structure,│ ├── PORT.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,352,4. Required Graphify Directory Structure,│ ├── REWRITE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,353,4. Required Graphify Directory Structure,│ ├── REPLACE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,354,4. Required Graphify Directory Structure,│ ├── REMOVE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,355,4. Required Graphify Directory Structure,│ ├── TEMPORARILY_RETAIN.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,356,4. Required Graphify Directory Structure,│ └── BLOCKED_OR_UNKNOWN.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,357,4. Required Graphify Directory Structure,│,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,358,4. Required Graphify Directory Structure,├── 06-target-desktop-architecture/,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,359,4. Required Graphify Directory Structure,│ ├── TARGET_ARCHITECTURE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,360,4. Required Graphify Directory Structure,│ ├── TAURI_COMMAND_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,361,4. Required Graphify Directory Structure,│ ├── RUST_MODULE_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,362,4. Required Graphify Directory Structure,│ ├── SQLITE_INDEX_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,363,4. Required Graphify Directory Structure,│ ├── SIDECAR_AND_SCHEMA_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,364,4. Required Graphify Directory Structure,│ ├── LOCAL_AI_WORKER_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,365,4. Required Graphify Directory Structure,│ ├── FILESYSTEM_TRANSACTION_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,366,4. Required Graphify Directory Structure,│ ├── REVIEW_CENTRE_MAP.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,367,4. Required Graphify Directory Structure,│ └── CROSS_PLATFORM_BOUNDARIES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,368,4. Required Graphify Directory Structure,│,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,369,4. Required Graphify Directory Structure,├── 07-removal-and-implementation-order/,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,370,4. Required Graphify Directory Structure,│ ├── SAFE_REMOVAL_ORDER.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,371,4. Required Graphify Directory Structure,│ ├── REPLACEMENT_BEFORE_REMOVAL.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,372,4. Required Graphify Directory Structure,│ ├── IMPLEMENTATION_PHASES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,373,4. Required Graphify Directory Structure,│ ├── FILES_BY_PHASE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,374,4. Required Graphify Directory Structure,│ ├── DEPENDENCY_GATES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,375,4. Required Graphify Directory Structure,│ └── NO_EARLY_DELETE_RULES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,376,4. Required Graphify Directory Structure,│,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,377,4. Required Graphify Directory Structure,├── 08-test-and-proof-plan/,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,378,4. Required Graphify Directory Structure,│ ├── CURRENT_TEST_INVENTORY.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,379,4. Required Graphify Directory Structure,│ ├── BASELINE_TEST_RESULTS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,380,4. Required Graphify Directory Structure,│ ├── TEST_GAP_ANALYSIS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,381,4. Required Graphify Directory Structure,│ ├── TESTS_BY_REQUIREMENT.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,382,4. Required Graphify Directory Structure,│ ├── TESTS_BY_IMPLEMENTATION_PHASE.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,383,4. Required Graphify Directory Structure,│ ├── FILESYSTEM_SAFETY_TESTS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,384,4. Required Graphify Directory Structure,│ ├── AI_VALIDATION_TESTS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,385,4. Required Graphify Directory Structure,│ ├── CROSS_PLATFORM_TESTS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,386,4. Required Graphify Directory Structure,│ ├── PERFORMANCE_TESTS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,387,4. Required Graphify Directory Structure,│ └── RELEASE_PROOF_GATES.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,388,4. Required Graphify Directory Structure,│,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,389,4. Required Graphify Directory Structure,├── 09-risk-register/,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,390,4. Required Graphify Directory Structure,│ ├── RISK_REGISTER.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,391,4. Required Graphify Directory Structure,│ ├── DATA_LOSS_RISKS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,392,4. Required Graphify Directory Structure,│ ├── LICENSING_RISKS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,393,4. Required Graphify Directory Structure,│ ├── PERFORMANCE_RISKS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,394,4. Required Graphify Directory Structure,│ ├── CROSS_PLATFORM_RISKS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,395,4. Required Graphify Directory Structure,│ └── MIGRATION_RISKS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,396,4. Required Graphify Directory Structure,│,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,397,4. Required Graphify Directory Structure,└── 10-completion-tracker/,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,398,4. Required Graphify Directory Structure,├── PLANNING_COMPLETION_TRACKER.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,399,4. Required Graphify Directory Structure,├── COVERAGE_AUDIT.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,400,4. Required Graphify Directory Structure,├── DOUBLE_CHECK_REPORT.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,401,4. Required Graphify Directory Structure,├── OPEN_DECISIONS.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,402,4. Required Graphify Directory Structure,└── FINAL_PLANNING_HANDOFF.md,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,403,4. Required Graphify Directory Structure,```,REQUIREMENT_LITERAL,LAM-GOV-107,Mapped normative fenced literal
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,405,4. Required Graphify Directory Structure,[!IMPORTANT],REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-016,Binding clause is text-identical to an allocated stable requirement
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,406,4. Required Graphify Directory Structure,Immutable Canonical Paths,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,407,4. Required Graphify Directory Structure,"graphify-out/ is generated raw graph evidence. The directory names (00-corpus-inventory to 10-completion-tracker) and curated markdown filenames listed above are immutable canonical paths. A weaker coding model MUST NEVER rename them, invent parallel shorthand directories, or treat a generated graph report as a substitute for the verified curated maps.",REQUIREMENT,LAM-GOV-108; LAM-GOV-109,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,409,4. Required Graphify Directory Structure,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,411,5. Graphify Execution and Evidence Contract,# 5. Graphify Execution and Evidence Contract,HEADING,,Structural Markdown
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,413,5. Graphify Execution and Evidence Contract,"Graphify mapping begins only in Phase 1, after the specification-repair gate and Phase 0 inventory are complete. It must run with Graphify/ as the working directory and ../Codebase as the scan corpus. Before execution, confirm that output, extraction cache, converted sidecars, and temporary paths resolve outside Codebase/; if the installed version cannot guarantee that, use a disposable read-only snapshot outside Codebase/ and preserve repository-relative source mapping. Generated graph artifacts belong under Graphify/graphify-out/.",REQUIREMENT,LAM-GOV-110; LAM-GOV-111; LAM-GOV-112,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,415,5. Graphify Execution and Evidence Contract,"The intended later invocation is a deep directed graph build against ../Codebase; the exact installed CLI syntax must be confirmed before execution. Directed edges are required because caller/callee, importer/imported, route/handler, producer/consumer, and replacement/blocker direction matters.",REQUIREMENT,LAM-GOV-113; LAM-GOV-114,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,417,5. Graphify Execution and Evidence Contract,"Graphify’s deterministic local structural extraction is used for source code. When semantic extraction is needed, the default is the compatible host/local model already available in the working environment. It must not block on, request, or invent an API key, upload user media, or select a remote provider merely because a credential happens to be present. Any external semantic provider requires separate explicit user authorization for that mapping run. The mapping backend is a development tool and is never a Lamha runtime dependency.",REQUIREMENT,LAM-GOV-115; LAM-GOV-116; LAM-GOV-117,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,419,5. Graphify Execution and Evidence Contract,The graph/model is used to:,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,421,5. Graphify Execution and Evidence Contract,Interpret requirements,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,422,5. Graphify Execution and Evidence Contract,Discover semantically related code,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,423,5. Graphify Execution and Evidence Contract,Map symbols,REQUIREMENT,LAM-GOV-118,Mapped independently testable obligation
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,424,5. Graphify Execution and Evidence Contract,Identify dependencies,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,425,5. Graphify Execution and Evidence Contract,Detect duplicated implementations,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,426,5. Graphify Execution and Evidence Contract,Find likely tests,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,427,5. Graphify Execution and Evidence Contract,Build traceability,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,428,5. Graphify Execution and Evidence Contract,Check coverage,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,430,5. Graphify Execution and Evidence Contract,Graph or model output is not accepted blindly.,EXPLANATORY,,No normative modal and no actionable list/phase rule
03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,432,5. Graphify Execution and Evidence Contract,"graphify-out/graph.json, graph.html, and GRAPH_REPORT.md are discovery evidence, not authoritative completion records. Every important mapping must be verified against actual files, imports, symbols, calls, tests, and build behaviour, then copied into the canonical curated trackers with provenance:",CHILD_REQUIREMENT_CONTAINER,,Normative lead-in; following list rows carry the independently testable IDs
