requirement_id,capability,phase,package,reviewer_judgement,reason,correction_made_or_confirmation,source_plan,source_locator
CAN-SECTION-0215,People and faces,I7,WP-I7-003,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0226,People and faces,I5,WP-I5-007,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0232,People and faces,I7,WP-I7-001,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,section aggregate
CAN-LAM-AI-036,Relationships and attribution,I8,WP-I8-007,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1684-1684
CAN-LAM-ARCH-127,Relationships and attribution,I8,WP-I8-009,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1030-1030
CAN-LAM-ARCH-130,Relationships and attribution,I8,WP-I8-004,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1033-1033
CAN-LAM-ARCH-175,Relationships and attribution,I8,WP-I8-006,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1300-1300
CAN-LAM-ARCH-387,Relationships and attribution,I8,WP-I8-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1450-1450
CAN-LAM-ARCH-391,Relationships and attribution,I8,WP-I8-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1460-1460
CAN-LAM-ASSET-015,Relationships and attribution,I8,WP-I8-007,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 136-136
CAN-LAM-ASSET-066,Relationships and attribution,I8,WP-I8-007,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1005-1005
CAN-LAM-ASSET-080,Relationships and attribution,I8,WP-I8-006,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1301-1301
CAN-LAM-ASSET-086,Relationships and attribution,I8,WP-I8-007,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1335-1335
CAN-LAM-ASSET-091,Relationships and attribution,I8,WP-I8-007,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1371-1371
CAN-LAM-ASSET-106,Relationships and attribution,I8,WP-I8-007,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1433-1433
CAN-LAM-PERSON-002,Relationships and attribution,I8,WP-I8-005,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 140-140
CAN-LAM-PERSON-059,Relationships and attribution,I8,WP-I8-004,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1027-1027
CAN-LAM-PERSON-071,Relationships and attribution,I8,WP-I8-006,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1298-1298
CAN-LAM-PERSON-075,Relationships and attribution,I8,WP-I8-006,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1303-1303
CAN-LAM-PERSON-123,Relationships and attribution,I8,WP-I8-004,CORRECTED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1451-1451
CAN-SECTION-0060,Relationships and attribution,I8,WP-I8-004,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0116,Relationships and attribution,I8,WP-I8-007,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0127,Relationships and attribution,I8,WP-I8-006,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-MISSION-I0-001,Repository proof and feasibility,I0,WP-I0-001,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-002,Repository proof and feasibility,I0,WP-I0-002,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-003,Repository proof and feasibility,I0,WP-I0-003,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-004,Repository proof and feasibility,I0,WP-I0-004,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-005,Repository proof and feasibility,I0,WP-I0-006,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-006,Repository proof and feasibility,I0,WP-I0-005,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-007,Repository proof and feasibility,I0,WP-I0-007,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-008,Repository proof and feasibility,I0,WP-I0-008,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-009,Repository proof and feasibility,I0,WP-I0-009,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-010,Repository proof and feasibility,I0,WP-I0-010,CORRECTED,Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I0-011,Repository proof and feasibility,I0,WP-I0-011,CORRECTED,Converted a malformed positive template into the source prohibition. Reviewed as an I0 safety/baseline obligation from the mission-owned Phase 0 registry.,Statement/capability/phase corrected in explicit source.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-LAM-AI-007,Review Centre,I10,WP-I10-003,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 75-75
CAN-LAM-AI-018,Review Centre,I10,WP-I10-011,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 392-392
CAN-LAM-AI-043,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2014-2014
CAN-LAM-ARCH-166,Review Centre,I5,WP-I5-010,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1253-1253
CAN-LAM-ARCH-168,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1257-1257
CAN-LAM-ARCH-170,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1259-1259
CAN-LAM-ARCH-172,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1262-1262
CAN-LAM-ARCH-270,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1836-1836
CAN-LAM-ARCH-272,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1840-1840
CAN-LAM-ARCH-274,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1843-1843
CAN-LAM-ARCH-275,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1844-1844
CAN-LAM-ARCH-277,Review Centre,I5,WP-I5-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1846-1846
CAN-LAM-ARCH-302,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2013-2013
CAN-LAM-GOV-241,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1027-1027
CAN-LAM-GOV-244,Review Centre,I5,WP-I5-009,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1030-1030
CAN-LAM-SEARCH-011,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1853-1853
CAN-LAM-SEARCH-012,Review Centre,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Review Centre; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1854-1854
CAN-SECTION-0024,Review Centre,I5,WP-I5-010,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0091,Review Centre,I5,WP-I5-010,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0194,Review Centre,I5,WP-I5-010,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,section aggregate
CAN-LAM-AI-014,Search and OCR,I10,WP-I10-009,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 287-287
CAN-LAM-AI-029,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1596-1596
CAN-LAM-AI-035,Search and OCR,I10,WP-I10-009,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1683-1683
CAN-LAM-ARCH-197,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1574-1574
CAN-LAM-ARCH-201,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1584-1584
CAN-LAM-ARCH-203,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1586-1586
CAN-LAM-ARCH-205,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1588-1588
CAN-LAM-ARCH-207,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1590-1590
CAN-LAM-ARCH-209,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1592-1592
CAN-LAM-ARCH-212,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1598-1598
CAN-LAM-ASSET-114,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1568-1568
CAN-LAM-EVENT-050,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1571-1571
CAN-LAM-FOLDER-033,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1570-1570
CAN-LAM-SEARCH-001,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 286-286
CAN-LAM-SEARCH-003,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 321-321
CAN-LAM-SEARCH-006,Search and OCR,I10,WP-I10-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Search and OCR; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1610-1610
CAN-SECTION-0014,Search and OCR,I10,WP-I10-009,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0025,Search and OCR,I10,WP-I10-009,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0080,Search and OCR,I10,WP-I10-010,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0234,Search and OCR,I10,WP-I10-010,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-LAM-ARCH-301,Settings,I3,WP-I3-016,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Settings; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2011-2011
