canonical_id,original_requirement_ids,parent_requirement_id,requirement_type,title,statement,rationale,source_plan,source_section,source_text,source_locator,code_evidence_references,target_capability,product_invariant_relationships,acceptance_criteria,priority,mandatory_status,implementation_status,verification_method,risk_links,decision_links,normalization_status,duplicate_of,supersession_status,notes,planning_stage,primary_implementation_phase,verification_phases,removal_phase,release_gate,global_invariant,phase_mapping_rationale,legacy_work_package_id,old_primary_phase,phase_mapping_changed,legacy_target_capability,canonical_capability,normalization_reviewer_status,review_notes
CAN-FAIL-11,FAIL-11,CAN-SECTION-0003,PROHIBITION,Automated event organization and duplicate workflows must index linked-folder assets in place an,"Automated event organization and duplicate workflows must index linked-folder assets in place and must never move or rename them, regardless of filesystem writability.",Linked folders are non-destructive references.,02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),"FAIL-11; Modifying assets in Linked Folders during event organization or deduplication.; Linked folders were not explicitly protected from automated restructuring.; LAM-INV-EVENT-03: Linked assets are indexed in place and automated event/deduplication workflows must never move or rename them, regardless of filesystem writability.; Mapped linked-folder immobility test.",lines 108-108,EXTRACTED current evidence: Codebase/web/src/lib/components/AssetViewerEvents.svelte:L1-L1 (lib/components/AssetViewerEvents.svelte); Codebase/mobile/test/modules/map/map_theme_override_test.dart:L1-L165 (map_theme_override_test.dart); Codebase/web/src/lib/assets/empty-folders.svg:L1-L1 (empty-folders.svg); Codebase/machine-learning/test_main.py:L148-L148 (.test_clear_cache_replaces_file_with_dir_if_path_is_file()),Events and organization,,"Given a writable linked folder, when event and duplicate plans are simulated and committed, then every linked asset path and content hash remains unchanged while logical assignments are updated.",P0,MANDATORY,NOT_STARTED,Linked-folder immobility gate.,Unexpected mutation of user-managed folders.,ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=REPLACE; required change=Manage Later, event folders, merge/link/split, normalized naming, and reversible organization.",P1,I6,I6;I15,I15,RG-FINAL,false,"Event organization responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I6-010,4,true,Events and organization,Event filesystem materialization plan,REVIEWED_CORRECTED,Added trigger and path/hash preservation proof.
CAN-FAIL-12,FAIL-12,CAN-SECTION-0002,PROHIBITION,Lamha must store camera owner and photographer as distinct attribution fields and must never cop,"Lamha must store camera owner and photographer as distinct attribution fields and must never copy, inherit, or overwrite one from the other without an explicit reviewed user action.",Hardware ownership and capture authorship are different facts.,02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),FAIL-12; Conflating hardware Camera Owner with Photographer in metadata schemas.; Both terms appeared in metadata discussions without separation rules.; LAM-REMOVE-002: Hardware camera owner and photographer are distinct fields and must never silently inherit from one another.; Mapped role-separation unit and workflow tests.,lines 109-109,EXTRACTED current evidence: Codebase/web/src/lib/utils/duplicate-utils.ts:L223-L223 (DifferingMetadataFields); Codebase/server/src/dtos/system-metadata.dto.ts:L1-L1 (system-metadata.dto.ts); Codebase/server/src/services/metadata.service.ts:L1-L1 (metadata.service.ts); Codebase/server/src/services/metadata.service.spec.ts:L1-L1 (src/services/metadata.service.spec.ts),Metadata,,"Given an asset whose camera owner and photographer differ, when metadata is imported and edited, then both identities and provenances remain distinct and changing either field leaves the other unchanged.",P0,MANDATORY,NOT_STARTED,Attribution role-separation gate.,Incorrect attribution and metadata corruption.,ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=REPLACE; required change=Metadata inspection, authority, EXIF/XMP handling, privacy, and reversible mutation.",P1,I8,I8;I15,I15,RG-FINAL,false,"Tags, relationships, or attribution responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I8-010,8,false,Metadata,Photographer camera-owner importer attribution,REVIEWED_CORRECTED,Added distinct fields and independence criterion.
CAN-FAIL-13,FAIL-13,CAN-SECTION-0006,PROHIBITION,Event attendee membership and asset-visible-person membership must remain separate authoritative,Event attendee membership and asset-visible-person membership must remain separate authoritative relationships; neither may automatically populate the other.,Presence at an event does not prove visibility in a specific asset.,02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),FAIL-13; Auto-populating asset visible faces from event attendee lists.; “Attendees” and “People in Photo” were assumed equivalent.; LAM-REMOVE-003: Event attendees in the event record and visible people in the asset record must never auto-populate each other; serialized key spellings are selected by the Phase 1 target-schema map.; Mapped attendee/visible separation tests.,lines 110-110,EXTRACTED current evidence: Codebase/web/src/lib/components/AssetViewerEvents.svelte:L1-L1 (lib/components/AssetViewerEvents.svelte); Codebase/web/src/routes/(user)/people/[personId]/[[photos=photos]]/[[assetId=id]]/+page.ts:L1-L1 ([personId]/[[photos=photos]]/[[assetId=id]]/+page.ts); Codebase/web/src/routes/(user)/people/[personId]/[[photos=photos]]/[[assetId=id]]/+page.svelte:L1-L1 ([personId]/[[photos=photos]]/[[assetId=id]]/+page.svelte); Codebase/web/src/lib/components/asset-viewer/PhotoViewer.svelte:L1-L292 (../components/asset-viewer/PhotoViewer.svelte),Asset viewer,,"Given an attendee who is not visible in an asset, when the event is linked to that asset, then the attendee remains on the event record and is absent from the asset visiblePersonIds unless separately approved.",P0,MANDATORY,NOT_STARTED,Attendee-versus-visible-person separation gate.,False biometric and relationship claims.,ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=REPLACE; required change=Photo/video viewing, detail panels, navigation, media playback, and retained viewer actions.",P1,I6,I7;I15,I15,RG-FINAL,false,"People/face/group responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I7-001,7,false,Asset viewer,Event authoritative records,REVIEWED_CORRECTED,Defined separate authorities and a negative fixture.
CAN-FAIL-14,FAIL-14,CAN-SECTION-0007,PROHIBITION,Ending a group membership must close its active temporal interval at the approved effective date,Ending a group membership must close its active temporal interval at the approved effective date while preserving all prior intervals for historical queries.,"Membership history is temporal authority, not a current-member flag.",02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),"FAIL-14; Dropping historical group membership dates and keeping only current active members.; Group schema didn't enforce temporal membership interval records.; LAM-INV-PERSON-03: Removing a person closes the active interval at the user-approved effective end date; the serialized key spelling is selected by the Phase 1 target-schema map, and historical photos retain prior membership.; Mapped temporal-interval and historical-query tests.",lines 111-111,EXTRACTED current evidence: Codebase/server/src/dtos/person.dto.ts:L29-L29 (PersonUpdateSchema); Codebase/web/src/routes/(user)/people/[personId]/[[photos=photos]]/[[assetId=id]]/+page.ts:L1-L1 ([personId]/[[photos=photos]]/[[assetId=id]]/+page.ts); Codebase/web/src/routes/(user)/people/[personId]/[[photos=photos]]/[[assetId=id]]/+page.svelte:L1-L1 ([personId]/[[photos=photos]]/[[assetId=id]]/+page.svelte); Codebase/mobile/openapi/lib/model/person_update_dto.dart:L1-L187 (person_update_dto.dart),People and faces,,"Given a person with an active group interval, when the user ends membership on a chosen date, then that interval closes on the date and historical queries before the date still return the membership.",P0,MANDATORY,NOT_STARTED,Temporal membership history gate.,Loss of historical identity context.,ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=REPLACE; required change=Face detection/recognition, identity curation, people views, grouping, merge/split, and history.",P1,I7,I7;I15,I15,RG-FINAL,false,"People/face/group responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I7-006,7,false,People and faces,Temporal group memberships,REVIEWED_CORRECTED,Added end trigger and historical query observable.
CAN-FAIL-15,FAIL-15,CAN-SECTION-0007,PROHIBITION,Lamha must preserve stable parent-group relationships and must reject any update that would crea,Lamha must preserve stable parent-group relationships and must reject any update that would create a group cycle; derived traversal may not flatten or replace the authoritative hierarchy.,Nested groups require stable identity and cycle-safe traversal.,02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),FAIL-15; Flattening nested group hierarchies into single-level tag lists.; Recursive subgroup relationships were not strictly enforced.; LAM-GROUP-001: Groups preserve stable parent-group nesting and cycle-safe tree traversal in the derived index; the serialized key name is selected during target-schema mapping.; Mapped group-nesting and cycle-rejection tests.,lines 112-112,EXTRACTED current evidence: Codebase/server/src/schema/migrations/1775165531374-AddPersonNameTrigramIndex.ts:L1-L1 (1775165531374-AddPersonNameTrigramIndex.ts); Codebase/mobile/lib/widgets/settings/asset_list_settings/asset_list_group_settings.dart:L1-L60 (GroupSettings); Codebase/server/src/dtos/duplicate.dto.ts:L13-L13 (DuplicateResolveGroupSchema); Codebase/web/src/lib/utils/album-utils.ts:L148-L148 (getSelectedAlbumGroupOption()),People and faces,,"Given a three-level group hierarchy, when it is saved and rebuilt, then all parent links remain intact; when a cycle-forming update is attempted, Lamha rejects it without changing the last valid hierarchy.",P0,MANDATORY,NOT_STARTED,Nested-group and cycle-rejection gate.,Lost hierarchy and infinite traversal.,ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=REPLACE; required change=Face detection/recognition, identity curation, people views, grouping, merge/split, and history.",P1,I7,I8;I15,I15,RG-FINAL,false,"Tags, relationships, or attribution responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I8-001,7,true,People and faces,Group identity model,REVIEWED_CORRECTED,Added rebuild preservation and rejected-update behavior.
CAN-FAIL-16,FAIL-16,CAN-SECTION-0008,PROHIBITION,"When a root is read-only, Lamha must record the proposed change as a versioned pending overlay i","When a root is read-only, Lamha must record the proposed change as a versioned pending overlay in application data, report its pending state, and reconcile only after root identity, revision, and conflict checks pass.",Read-only media requires explicit provisional authority.,02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),FAIL-16; Throwing unhandled write exceptions or claiming edits reached a read-only drive.; Lacked a provisional-authority rule for read-only external storage.; LAM-EDGE-05: Activate Detached Index Mode; persist versioned Pending Overlays in OS application data; reconcile only after identity/version/conflict checks.; Mapped read-only overlay and reconciliation test.,lines 113-113,EXTRACTED current evidence: Codebase/mobile/openapi/lib/model/system_config_template_storage_option_dto.dart:L1-L179 (SystemConfigTemplateStorageOptionDto); Codebase/mobile/openapi/lib/model/storage_folder.dart:L1-L97 (storage_folder.dart); Codebase/mobile/lib/domain/models/user_metadata.model.dart:L1-L275 (user_metadata.model.dart); Codebase/mobile/lib/models/server_info/server_version.model.dart:L1-L17 (server_version.model.dart),Libraries and storage,,"Given a read-only root, when the user approves an edit, then the asset bytes remain unchanged, a pending overlay is visible, and later reconciliation applies only to the matching root and revision or returns a typed conflict.",P0,MANDATORY,NOT_STARTED,Read-only overlay and reconciliation gate.,"Lost edits, false success, or wrong-drive reconciliation.",ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=REPLACE; required change=Library roots, scanning, storage, watchers, linked folders, external drives, and path sandboxing.",P1,I12,I12;I15,I15,RG-FINAL,false,"External-drive and path-instability responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I12-005,12,false,Libraries and storage,Pending sidecar overlays,REVIEWED_CORRECTED,Added pending-state and guarded-reconciliation observables.
CAN-FAIL-17,FAIL-17,CAN-SECTION-0003,PROHIBITION,"Midnight and time-gap heuristics may create an event-split proposal, but Lamha must preserve the","Midnight and time-gap heuristics may create an event-split proposal, but Lamha must preserve the existing event until a user approves a split; approved event start date controls folder naming.","Calendar boundaries are suggestions, not event authority.",02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),FAIL-17; Splitting continuous midnight-spanning celebrations into two separate event folders.; Date-based naming assumed midnight cutoff without user event authority.; LAM-EDGE-06: Midnight or gap heuristics may suggest a split but never execute it; the approved event start date and user decision control unity.; Mapped midnight unity and suggestion-only test.,lines 114-114,EXTRACTED current evidence: Codebase/mobile/openapi/lib/model/folders_update.dart:L1-L127 (folders_update.dart); Codebase/mobile/lib/domain/models/events.model.dart:L1-L36 (ScrollToDateEvent); Codebase/mobile/test/modules/utils/datetime_helpers_test.dart:L1-L58 (datetime_helpers_test.dart); Codebase/mobile/test/modules/extensions/datetime_extensions_test.dart:L1-L46 (datetime_extensions_test.dart),Events and organization,,"Given an event spanning midnight, when inference runs, then its membership and folder remain unified and any split appears only as a reviewable proposal until approval.",P0,MANDATORY,NOT_STARTED,Midnight continuity and suggestion-only gate.,Incorrect event fragmentation and filesystem moves.,ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=REPLACE; required change=Manage Later, event folders, merge/link/split, normalized naming, and reversible organization.",P1,I6,I6;I15,I15,RG-FINAL,false,"Event organization responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I6-003,6,false,Events and organization,Date and location boundaries,REVIEWED_CORRECTED,Added proposal state and no-mutation proof.
CAN-FAIL-18,FAIL-18,CAN-SECTION-0009,PROHIBITION,"Lamha must suppress an equivalent rejected candidate across routine reruns and score drift, and ","Lamha must suppress an equivalent rejected candidate across routine reruns and score drift, and may reconsider it only after an explicit reopen or a material source, model, configuration, identity, or evidence change while preserving prior decisions.",Rejection identity needs stable provenance and scope.,02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),"FAIL-18; Re-suggesting an equivalent rejected candidate because of score drift or a routine rerun.; Rejection identity and scope were underspecified.; LAM-INV-AI-02: Persist task/candidate/model/source/configuration provenance and suppression scope. Equivalent automatic reruns respect the decision. An explicit user reopen/reanalysis request or a material source, model/version, relevant-configuration, candidate-identity, or evidence change may create a new Review candidate while preserving the prior decision.; Mapped rejection-persistence, controlled-reconsideration, provenance-history, and score-drift tests.",lines 115-115,EXTRACTED current evidence: Codebase/mobile/lib/models/server_info/server_version.model.dart:L1-L17 (server_version.model.dart); Codebase/mobile/lib/presentation/pages/drift_create_album.page.dart:L1-L425 (drift_create_album.page.dart); Codebase/mobile/lib/models/sessions/session_create_response.model.dart:L1-L26 (session_create_response.model.dart); Codebase/mobile/lib/providers/backup/drift_backup.provider.dart:L1-L414 (driftBackupCandidateProvider),Review Centre,,"Given a rejected candidate, when an equivalent task reruns with score drift, then no new review item appears; when a material reviewed input changes, a new linked candidate may appear and prior history remains queryable.",P0,MANDATORY,NOT_STARTED,Suppression and controlled-reconsideration gate.,Review spam and loss of user decisions.,ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=REPLACE; required change=Unified review queues for conflicts, AI candidates, external changes, and approved/rejected history.",P1,I10,I10;I15,I15,RG-FINAL,false,"Local AI/search responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I10-005,1,true,Review Centre,AI review suppression and invalidation,REVIEWED_CORRECTED,Added equivalence and material-change criteria.
CAN-FAIL-19,FAIL-19,,VERIFICATION_GATE,A requirement may be marked complete only when every applicable gate has recorded command or ins,"A requirement may be marked complete only when every applicable gate has recorded command or inspection evidence, observable outputs, changed symbols, and reasoned not-applicable decisions.","Syntax success does not prove behavior, safety, or integration.",02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),"FAIL-19; Checking off requirement TODOs after running only syntax/type checks.; Definition of complete lacked applicable-gate proof.; Gate 8 (Tracker Proof Linkage): [x] requires exact changed symbols, commit/worktree reference, outputs for every applicable gate, and reasoned N/A entries for non-applicable gates.; Verified tracker-proof validation defined during Phase 1.",lines 116-116,EXTRACTED current evidence: Codebase/mobile/lib/widgets/settings/asset_viewer_settings/image_viewer_tap_to_navigate_setting.dart:L1-L31 (ImageViewerTapToNavigateSetting); Codebase/mobile/integration_test/module_login/login_input_validation_test.dart:L1-L51 (login_input_validation_test.dart); Codebase/mobile/android/app/src/main/kotlin/app/alextran/immich/sync/MediaTrashDelegate.kt:L1-L1 (MediaTrashDelegate.kt); Codebase/mobile/test/presentation/widgets/images/cache_aware_listener_tracker_mixin_test.dart:L1-L183 (cache_aware_listener_tracker_mixin_test.dart),Planning and verification governance,,"Given a requirement proposed as complete, when the tracker validator runs, then each applicable gate links exact evidence and every omitted gate has an accepted not-applicable rationale; otherwise completion is rejected.",P0,MANDATORY,NOT_STARTED,Tracker proof-linkage gate.,False completion and untested regressions.,ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,I0,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Active-plan authority adoption,REVIEWED_CORRECTED,Added exact evidence fields and rejection behavior.
CAN-FAIL-20,FAIL-20,CAN-SECTION-0002,PROHIBITION,"Before a multi-file mutation, Lamha must durably prepare a transaction manifest, stage and verif","Before a multi-file mutation, Lamha must durably prepare a transaction manifest, stage and verify outputs, commit atomically where possible, and recover or roll back by transaction identity after crash or disconnection.",Batch filesystem work needs durable recovery authority.,02-EVERYTHING-WE-ARE-DELETING.md,1.4 Low-Capability Model Failure Modes & Defensive Blocks (`FAIL-01` to `FAIL-32`),"FAIL-20; Leaving partial file moves or corrupted sidecars when the app crashes/disconnects during a batch transfer.; Transaction preparation and durable recovery authority were not enforced.; LAM-TRANSACTION-001: Before mutation, fsync a transparent PREPARED coordinator manifest in OS application data plus mirrors on affected writable roots; reconcile by transaction UUID; verify before commit/source removal.; Mapped failure-injection, disconnect, SQLite-loss, and restart-recovery test.",lines 117-117,EXTRACTED current evidence: Codebase/server/test/repositories/metadata.repository.mock.ts:L1-L1 (metadata.repository.mock.ts); Codebase/server/test/medium/specs/sync/sync-user-metadata.spec.ts:L1-L1 (sync-user-metadata.spec.ts); Codebase/server/test/medium/specs/sync/sync-asset-metadata.spec.ts:L1-L1 (sync-asset-metadata.spec.ts); Codebase/server/test/medium/specs/services/metadata.service.spec.ts:L1-L1 (specs/services/metadata.service.spec.ts),Metadata,,"Given a batch move with injected failure at each transaction stage, when Lamha restarts, then it reaches one consistent committed or rolled-back state with no missing original, partial sidecar, or untracked staged file.",P0,MANDATORY,NOT_STARTED,Failure-injection and crash-recovery gate.,"Data loss, duplicate assets, and corrupt sidecars.",ADR-0001;ADR-0002,NORMALIZED_FAILURE_CONTROL,,ACTIVE,"Original classification=REPLACE; required change=Metadata inspection, authority, EXIF/XMP handling, privacy, and reversible mutation.",P1,I3,I10;I15,I15,RG-FINAL,false,"Local AI/search responsibility. The decision used capability, source section, full statement, and final-state classification.",WP-I10-001,4,true,Metadata,Crash recovery engine,REVIEWED_CORRECTED,Added transaction sequence and consistent terminal states.
