canonical_id,canonical_capability,primary_implementation_phase,integration_verification_phases,removal_phase,release_validation_phase,global_invariant_links,mapping_rationale,reviewer_status,exception_status,previous_capability,previous_primary_phase
CAN-LAM-GOV-271,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-272,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-273,Active-plan authority adoption,I0,I0;I15,,,,Replaced a one-word audit category with the evidence needed for a keep decision.,REVIEWED_CORRECTED,NONE,Planning and verification governance,
CAN-LAM-GOV-274,Legacy replacement verification and removal,I15,I0;I15,,,,Replaced a one-word audit category with replacement-before-removal evidence.,REVIEWED_CORRECTED,NONE,Planning and verification governance,
CAN-LAM-GOV-275,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-276,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-277,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-278,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-279,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-280,Libraries and storage,,I4;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Libraries and storage,I4
CAN-LAM-GOV-281,Jobs and notifications,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Jobs and notifications,
CAN-LAM-GOV-282,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-283,Libraries and storage,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Libraries and storage,
CAN-LAM-GOV-284,Planning and verification governance,,,,I15,,Mapping-detail label; reclassified as a completeness constraint.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-GOV-285,Planning and verification governance,,,,I15,,Mapping-detail label; reclassified as a completeness constraint.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-GOV-286,Search and OCR,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,Search and OCR,
CAN-LAM-GOV-287,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-288,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-289,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-290,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-291,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-292,Read-only repository provenance and integrity baseline,I0,I0;I15,,,,Expanded a short historical boundary gate into the current resolved-root integrity contract.,REVIEWED_CORRECTED,NONE,Planning and verification governance,
CAN-LAM-GOV-293,Planning and verification governance,,I0;I15,,,,Not applicable: fragment is retained only as source provenance.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-294,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-295,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-296,Planning and verification governance,,,,I15,,Graphify-pass label; reclassified as a completeness constraint.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-GOV-297,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-298,Planning and verification governance,,,,I15,,Graphify-pass label; reclassified as a completeness constraint.,NOT_APPLICABLE,NONE,Planning and verification governance,
CAN-LAM-GOV-299,Local data authority,,I3;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-GOV-300,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-301,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-302,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GOV-303,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-GROUP-001,People and faces,,,,,,Reviewed as a non-implementation record or independent gate; no primary implementation phase is assigned.,NOT_APPLICABLE,NONE,People and faces,
CAN-LAM-INV-AI-01,Jobs and notifications,,I10;I15,,I15,CAN-LAM-INV-AI-01,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Jobs and notifications,I10
CAN-LAM-INV-AI-02-A,Local AI worker,,I10;I15,,I15,CAN-LAM-INV-AI-02-A,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local AI worker,I10
CAN-LAM-INV-AI-02-B,Local AI worker,I10,I10;I15,,I15,CAN-LAM-INV-AI-02-B,"Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Local AI worker; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Local AI worker,I10
CAN-LAM-INV-AI-03,Local AI worker,I10,I10;I15,,I15,CAN-LAM-INV-AI-03,"Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Local AI worker; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Local AI worker,I10
CAN-LAM-INV-AI-04,Local AI worker,I10,I10;I15,,I15,CAN-LAM-INV-AI-04,"Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Local AI worker; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Local AI worker,I10
CAN-LAM-INV-ASSET-01,Desktop shell,I2,I2;I15,,I15,CAN-LAM-INV-ASSET-01,"Reviewed as Desktop Shell and Trust Boundary work because the obligation's primary implementation surface is Desktop shell; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Desktop shell,I2
CAN-LAM-INV-ASSET-02,Asset viewer,I5,I5;I15,,I15,CAN-LAM-INV-ASSET-02,"Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Asset viewer; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Asset viewer,I5
CAN-LAM-INV-ASSET-03,Metadata,I3,I3;I15,,I15,CAN-LAM-INV-ASSET-03,"Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Metadata; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Metadata,I3
CAN-LAM-INV-ASSET-04,"Backup, trash, restore and rebuild",I13,I13;I15,,I15,CAN-LAM-INV-ASSET-04,"Reviewed as Backup, Trash, Restore, and Rebuild work because the obligation's primary implementation surface is Backup, trash, restore and rebuild; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Metadata,I13
CAN-LAM-INV-ASSET-05,Asset identity and records,I3,I4;I15,,I15,CAN-LAM-INV-ASSET-05,"Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Asset identity and records; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Metadata,I4
CAN-LAM-INV-ASSET-06,"Backup, trash, restore and rebuild",I13,I13;I15,,I15,CAN-LAM-INV-ASSET-06,"Reviewed as Backup, Trash, Restore, and Rebuild work because the obligation's primary implementation surface is Backup, trash, restore and rebuild; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Editing,I13
CAN-LAM-INV-ASSET-07,"Backup, trash, restore and rebuild",I13,I2;I15,,I15,CAN-LAM-INV-ASSET-07,"Reviewed as Backup, Trash, Restore, and Rebuild work because the obligation's primary implementation surface is Backup, trash, restore and rebuild; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Desktop shell,I2
CAN-LAM-INV-COMP-01,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Authentication and users,
CAN-LAM-INV-COMP-02,Planning and verification governance,,I4;I15,,I15,CAN-LAM-INV-COMP-02,"Reviewed as an implementation-agent/governance guardrail, not an application runtime feature.",REVIEWED_CORRECTED,NONE,Libraries and storage,I4
CAN-LAM-INV-COMP-03,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-INV-EVENT-01,Libraries and storage,I6,I6;I15,,I15,CAN-LAM-INV-EVENT-01,"Reviewed as Events and Manage Later work because the obligation's primary implementation surface is Libraries and storage; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Libraries and storage,I6
CAN-LAM-INV-EVENT-02,Events and organization,I6,I6;I15,,I15,CAN-LAM-INV-EVENT-02,"Reviewed as Events and Manage Later work because the obligation's primary implementation surface is Events and organization; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Events and organization,I6
CAN-LAM-INV-EVENT-03,Events and organization,I6,I6;I15,,I15,CAN-LAM-INV-EVENT-03,"Reviewed as Events and Manage Later work because the obligation's primary implementation surface is Events and organization; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Events and organization,I6
CAN-LAM-INV-FS-01,Media ingestion and derivation,I4,I4;I15,,I15,CAN-LAM-INV-FS-01,"Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Media ingestion and derivation; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Libraries and storage,I4
CAN-LAM-INV-META-01,Libraries and storage,I4,I4;I15,,I15,CAN-LAM-INV-META-01,"Reviewed as Media Discovery and Derived Index work because the obligation's primary implementation surface is Libraries and storage; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Libraries and storage,I4
CAN-LAM-INV-META-02,People and faces,I8,I8;I15,,I15,CAN-LAM-INV-META-02,"Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is People and faces; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,People and faces,I8
CAN-LAM-INV-META-03,Local data authority,I3,I3;I15,,I15,CAN-LAM-INV-META-03,"Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Local data authority,I3
CAN-LAM-INV-META-04,Local data authority,I3,I3;I15,,I15,CAN-LAM-INV-META-04,"Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Local data authority,I3
CAN-LAM-INV-PERSON-01,Metadata,I7,I7;I15,,I15,CAN-LAM-INV-PERSON-01,"Reviewed as People, Faces, and Groups work because the obligation's primary implementation surface is Metadata; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Metadata,I7
CAN-LAM-INV-PERSON-02,Relationships and attribution,I8,I8;I15,,I15,CAN-LAM-INV-PERSON-02,"Reviewed as Tags, Relationships, and Attribution work because the obligation's primary implementation surface is Relationships and attribution; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,People and faces,I8
CAN-LAM-INV-PERSON-03,People and faces,I7,I7;I15,,I15,CAN-LAM-INV-PERSON-03,"Reviewed as People, Faces, and Groups work because the obligation's primary implementation surface is People and faces; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,People and faces,I7
CAN-LAM-LEGAL-001,Legal and rebranding,I1,I1;I15,,I15,,Legal-surface label; rewrite adds presence and release blocking.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-LEGAL-002,Legal and rebranding,I1,I1;I15,,I15,,Legal-surface label; rewrite adds presence and release blocking.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-LEGAL-003,Legal and rebranding,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Legal and rebranding,
CAN-LAM-LEGAL-004,Legal and rebranding,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Legal and rebranding,
CAN-LAM-LEGAL-005,Legal and rebranding,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Legal and rebranding,
CAN-LAM-LEGAL-006,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-LEGAL-007,Legal and rebranding,,I1;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Legal and rebranding,I1
CAN-LAM-LEGAL-008,Legal and rebranding,,I1;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Legal and rebranding,I1
CAN-LAM-LEGAL-009,Planning and verification governance,,,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-LEGAL-010,Legal and rebranding,I1,I1;I15,,I15,,Phase label; rewrite adds notice preservation.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-LEGAL-011,Legal and rebranding,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Legal and rebranding,
CAN-LAM-LEGAL-012,Planning and verification governance,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Planning and verification governance,
CAN-LAM-LEGAL-013,Legal and rebranding,I1,I1;I15,,I15,,Legal-surface label; rewrite adds completeness and release blocking.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-LEGAL-014,Legal and rebranding,I1,I1;I15,,I15,,Legal-surface label; rewrite adds the removal prohibition and gate.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-LEGAL-015,Legal and rebranding,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Legal and rebranding,
CAN-LAM-LOCAL-001,Media ingestion and derivation,,I4;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Libraries and storage,I4
CAN-LAM-META-001,Local data authority,,I0;I15,,,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,
CAN-LAM-META-002,Metadata,I3,I3;I15,,I15,,"Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Metadata; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Metadata,I3
CAN-LAM-META-003,Metadata,,I3;I15,,I15,,Not applicable: fragment is retained only as source provenance.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,I3
CAN-LAM-META-004,Local data authority,,I3;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-META-005,Local data authority,,I3;I15,,I15,,Reviewed as a final-state prohibition; replacement implementation and I15 removal validation are represented separately.,REVIEWED_CORRECTED,NONE,Local data authority,I3
CAN-LAM-META-006,Local data authority,I3,I3;I15,,I15,CAN-LAM-META-006,"Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Local data authority,I3
CAN-LAM-META-007,Filesystem transactions and recovery,,I3;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-META-008,Local data authority,,I8;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,I8
CAN-LAM-META-009,Filesystem transactions and recovery,I3,I3;I15,,I15,,Label names saved map JSON; rewrite adds the persistence and recovery outcomes.,REVIEWED_CORRECTED,NONE,Filesystem transactions and recovery,I3
CAN-LAM-META-010,Local data authority,,I3;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-META-011,"Backup, trash, restore and rebuild",I13,I13;I15,,I15,CAN-LAM-META-011,"Reviewed as Backup, Trash, Restore, and Rebuild work because the obligation's primary implementation surface is Backup, trash, restore and rebuild; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Local data authority,I13
CAN-LAM-META-012,Local data authority,I3,I3;I15,,I15,CAN-LAM-META-012,"Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Local data authority; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CONFIRMED,NONE,Local data authority,I3
CAN-LAM-META-013,Metadata,I4,I4;I15,,I15,,Label names metadata reading; rewrite adds extraction and preservation results.,REVIEWED_CORRECTED,NONE,Metadata,I4
CAN-LAM-META-014,Metadata,I4,I4;I15,,I15,,Label names metadata editing; rewrite adds authority update and no-media-mutation rules.,REVIEWED_CORRECTED,NONE,Metadata,I4
CAN-LAM-META-015,Metadata,I3,I3;I15,,I15,,Label names JSON sidecars; rewrite adds schema validity and preservation.,REVIEWED_CORRECTED,NONE,Metadata,I3
CAN-LAM-META-016,Metadata,I3,I3;I15,,I15,,Label names XMP sidecars; rewrite adds validity and alignment.,REVIEWED_CORRECTED,NONE,Metadata,I3
CAN-LAM-META-017,Sidecars and metadata authority,,I4;I15,,I15,,Not applicable: fragment is retained only as source provenance.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,I4
CAN-LAM-META-018,Sidecars and metadata authority,I3,I4;I15,,I15,,Label names folder-map JSON; rewrite adds validity and rebuildability.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I3
CAN-LAM-META-019,Metadata,I11,I11;I15,,I15,,Label names metadata snapshots; rewrite adds versioning and restore results.,REVIEWED_CORRECTED,NONE,Metadata,I11
CAN-LAM-META-020,"Backup, trash, restore and rebuild",,I13;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I13
CAN-LAM-META-021,Events and organization,I6,I6;I15,,I15,,Manage-Later label; rewrite adds extraction and preservation.,REVIEWED_CORRECTED,NONE,Events and organization,I6
CAN-LAM-META-022,Asset identity and records,,I5;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Asset viewer,I5
CAN-LAM-META-023,Planning and verification governance,I3,I3;I15,,I15,,Asset-bundle label; rewrite adds versioning and anti-guessing.,REVIEWED_CORRECTED,NONE,Planning and verification governance,
CAN-LAM-META-024,Asset identity and records,I3,I13;I15,,I15,CAN-LAM-META-024,"Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Asset identity and records; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Local data authority,I13
CAN-LAM-META-025,Asset viewer,I5,I5;I15,,I15,,Viewer label; rewrite adds display and no-mutation.,REVIEWED_CORRECTED,NONE,Asset viewer,I5
CAN-LAM-META-026,Sidecars and metadata authority,I4,I4;I15,,I15,,Scanning label; rewrite adds extraction and preservation.,REVIEWED_CORRECTED,NONE,Sidecars and metadata authority,I4
CAN-LAM-META-027,People and faces,,I7;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,People and faces,I7
CAN-LAM-META-028,Local data authority,,I11;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,I11
CAN-LAM-META-029,Local data authority,I3,I4;I15,,I15,,Authority-matrix entry; reclassified as an authority constraint.,REVIEWED_CORRECTED,NONE,Local data authority,I3
CAN-LAM-META-030,Local data authority,,I3;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-META-031,Local data authority,,I11;I15,,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I11
CAN-LAM-META-032,Local data authority,I3,I3;I15,,I15,,Authority-matrix entry; reclassified as a rebuildability constraint.,REVIEWED_CORRECTED,NONE,Local data authority,I3
CAN-LAM-META-033,Metadata,I4,I4;I15,,I15,,Label names missing-metadata search; rewrite adds the missing-state result.,REVIEWED_CORRECTED,NONE,Metadata,I4
CAN-LAM-META-034,Metadata,I10,I4;I15,,I15,,"Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Metadata; integration verification, removal, and release responsibilities remain separate.",REVIEWED_CORRECTED,NONE,Metadata,I4
CAN-LAM-META-035,Metadata,I5,I4;I15,,I15,,Album label; rewrite adds persistence and display.,REVIEWED_CORRECTED,NONE,Metadata,I5
CAN-LAM-META-036,Metadata,I4,I4;I15,,I15,,Label names EXIF GPS reading; rewrite adds extraction and preservation results.,REVIEWED_CORRECTED,NONE,Metadata,I4
CAN-LAM-META-037,Map and location,I5,I5;I15,,I15,,Label names JSON normalized location; rewrite adds provenance retention.,REVIEWED_CORRECTED,NONE,Map and location,I5
CAN-LAM-META-038,Map and location,,I5;I15,,I15,,Reviewed as a final-state prohibition; replacement implementation and I15 removal validation are represented separately.,REVIEWED_CORRECTED,NONE,Map and location,I5
CAN-LAM-META-039,Metadata,I10,I4;I15,,I15,,Label names metadata comparison; rewrite adds evidence recording.,REVIEWED_CORRECTED,NONE,Metadata,I10
CAN-LAM-META-040,Media ingestion and derivation,I4,I4;I15,,I15,,Label names JSON/XMP comparison; rewrite adds conflict reporting and preservation.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-META-041,Media ingestion and derivation,I4,I4;I15,,I15,,Label names JSON/embedded comparison; rewrite adds conflict reporting and preservation.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-META-042,Filesystem transactions and recovery,I3,I3;I15,,I15,,Label names missing JSON; rewrite adds degraded state and review.,REVIEWED_CORRECTED,NONE,Filesystem transactions and recovery,I3
CAN-LAM-META-043,Media ingestion and derivation,I4,I4;I15,,I15,,Label names missing XMP; rewrite adds degraded state and review.,REVIEWED_CORRECTED,NONE,Media ingestion and derivation,I4
CAN-LAM-META-044,Editing,I11,I4;I15,,I15,,Privacy-field label; rewrite adds full-strip and preservation results.,REVIEWED_CORRECTED,NONE,Editing,I11
CAN-LAM-META-045,Sidecar read protocol,I3,I4;I15,,I15,,Statement is already record-specific (XMP mirror read/write preserves exact bytes and keeps authority alignment); no legacy template is reproduced.,REVIEWED_CONFIRMED,NONE,Sidecar read protocol,I3
CAN-LAM-META-046,Filesystem transactions and recovery,I3,I3;I15,,I15,,Originals label; rewrite adds rebuildability.,REVIEWED_CORRECTED,NONE,Filesystem transactions and recovery,I3
CAN-LAM-META-047,Local data authority,,I3;I15,,I15,,Not applicable: fragment is retained only as source provenance.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-META-048,Metadata,I14,I4;I15,,I15,,Desktop-UX label; rewrite adds display and accessibility results.,REVIEWED_CORRECTED,NONE,Metadata,I14
CAN-LAM-META-049,Metadata,I4,I4;I15,,I15,,Architecture label; rewrite names the retained behavior.,REVIEWED_CORRECTED,NONE,Metadata,I4
CAN-LAM-META-050,"Backup, trash, restore and rebuild",I13,I13;I15,,I15,,Performance label; rewrite adds budget and restoration.,REVIEWED_CORRECTED,NONE,"Backup, trash, restore and rebuild",I13
CAN-LAM-META-051,Legal and rebranding,I1,I1;I15,,I15,,Legal-surface label; rewrite adds inventory and release blocking.,REVIEWED_CORRECTED,NONE,Legal and rebranding,I1
CAN-LAM-META-052,Local data authority,,I3;I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,I3
CAN-LAM-META-053,Administration,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Administration,
CAN-LAM-META-054,Local data authority,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,
CAN-LAM-META-055,Sharing and mobile backup,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Sharing and mobile backup,
CAN-LAM-META-056,Sharing and mobile backup,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Sharing and mobile backup,
CAN-LAM-META-057,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-META-058,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-META-059,Local data authority,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Local data authority,
CAN-LAM-META-060,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-META-061,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
CAN-LAM-META-062,Metadata,,I15,I15,I15,,Not applicable: generated broad template is superseded and cannot own implementation.,NOT_APPLICABLE,NOT_APPLICABLE,Metadata,
