canonical_id,work_package_id,membership_rationale,reviewer_status
CAN-LAM-GOV-292,WP-I0-001,Explicit fragment review: Expanded a short historical boundary gate into the current resolved-root integrity contract.,REVIEWED
CAN-LAM-INV-AI-02-B,WP-I10-002,Reviewed membership: the requirement is implemented by the bounded private local worker transport surface in I10.,REVIEWED
CAN-LAM-INV-AI-03,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-INV-AI-04,WP-I10-004,Reviewed membership: the requirement is implemented by the bounded model checksums and compatibility surface in I10.,REVIEWED
CAN-LAM-INV-ASSET-01,WP-I2-013,Reviewed membership: the requirement is implemented by the bounded desktop shell smoke proof surface in I2.,REVIEWED
CAN-LAM-INV-ASSET-02,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-INV-ASSET-03,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-INV-ASSET-04,WP-I13-007,Reviewed membership: the requirement is implemented by the bounded trash and permanent-delete operations surface in I13.,REVIEWED
CAN-LAM-INV-ASSET-05,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-INV-ASSET-06,WP-I13-001,Reviewed membership: the requirement is implemented by the bounded backup manifest contract surface in I13.,REVIEWED
CAN-LAM-INV-ASSET-07,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-INV-EVENT-01,WP-I6-007,Reviewed membership: the requirement is implemented by the bounded event naming and normalization surface in I6.,REVIEWED
CAN-LAM-INV-EVENT-02,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-INV-EVENT-03,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-INV-FS-01,WP-I4-001,Reviewed membership: the requirement is implemented by the bounded initial recursive scanner surface in I4.,REVIEWED
CAN-LAM-INV-META-01,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-INV-META-02,WP-I8-009,Reviewed membership: the requirement is implemented by the bounded relationship review and conflicts surface in I8.,REVIEWED
CAN-LAM-INV-META-03,WP-I3-009,Reviewed membership: the requirement is implemented by the bounded derived-index rebuild contract surface in I3.,REVIEWED
CAN-LAM-INV-META-04,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-INV-PERSON-01,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-INV-PERSON-02,WP-I8-005,Reviewed membership: the requirement is implemented by the bounded multi-edge relationship history surface in I8.,REVIEWED
CAN-LAM-INV-PERSON-03,WP-I7-008,Reviewed membership: the requirement is implemented by the bounded temporal group memberships surface in I7.,REVIEWED
CAN-LAM-LEGAL-001,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-LEGAL-002,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-LEGAL-010,WP-I1-001,Reviewed membership: the requirement is implemented by the bounded brand and identity inventory surface in I1.,REVIEWED
CAN-LAM-LEGAL-013,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-LEGAL-014,WP-I1-002,Reviewed membership: the requirement is implemented by the bounded visible ui rebrand surface in I1.,REVIEWED
CAN-LAM-META-002,WP-I3-008,Reviewed membership: the requirement is implemented by the bounded sqlite migration framework surface in I3.,REVIEWED
CAN-LAM-META-006,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-META-009,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-META-011,WP-I13-001,Reviewed membership: the requirement is implemented by the bounded backup manifest contract surface in I13.,REVIEWED
CAN-LAM-META-012,WP-I3-008,Reviewed membership: the requirement is implemented by the bounded sqlite migration framework surface in I3.,REVIEWED
CAN-LAM-META-013,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-META-014,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-META-015,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-META-016,WP-I3-015,Reviewed membership: the requirement is implemented by the bounded revision and concurrency preconditions surface in I3.,REVIEWED
CAN-LAM-META-018,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-META-019,WP-I11-010,Reviewed membership: the requirement is implemented by the bounded metadata snapshots and restore surface in I11.,REVIEWED
CAN-LAM-META-021,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-META-024,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-META-025,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
CAN-LAM-META-026,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-META-029,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-META-032,WP-I3-009,Reviewed membership: the requirement is implemented by the bounded derived-index rebuild contract surface in I3.,REVIEWED
CAN-LAM-META-033,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-META-034,WP-I10-001,Reviewed membership: the requirement is implemented by the bounded ai worker lifecycle surface in I10.,REVIEWED
CAN-LAM-META-035,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-META-036,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-META-037,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-META-039,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-META-040,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-META-041,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-META-042,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-META-043,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-META-044,WP-I11-003,Reviewed membership: the requirement is implemented by the bounded metadata privacy removal surface in I11.,REVIEWED
CAN-LAM-META-045,WP-I3-005,Explicit fragment review: Expanded a noun-only source clause into an authority-aware XMP read protocol.,REVIEWED
CAN-LAM-META-046,WP-I3-008,Reviewed membership: the requirement is implemented by the bounded sqlite migration framework surface in I3.,REVIEWED
CAN-LAM-META-048,WP-I14-002,Reviewed membership: the requirement is implemented by the bounded scan and index performance surface in I14.,REVIEWED
CAN-LAM-META-049,WP-I4-008,Reviewed membership: the requirement is implemented by the bounded metadata extraction surface in I4.,REVIEWED
CAN-LAM-META-050,WP-I13-009,Reviewed membership: the requirement is implemented by the bounded sqlite index rebuild surface in I13.,REVIEWED
CAN-LAM-META-051,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-META-068,WP-I3-009,Reviewed membership: the requirement is implemented by the bounded derived-index rebuild contract surface in I3.,REVIEWED
CAN-LAM-META-070,WP-I11-003,Reviewed membership: the requirement is implemented by the bounded metadata privacy removal surface in I11.,REVIEWED
CAN-LAM-META-071,WP-I11-001,Reviewed membership: the requirement is implemented by the bounded authority-aware metadata editor surface in I11.,REVIEWED
CAN-LAM-META-074,WP-I13-009,Reviewed membership: the requirement is implemented by the bounded sqlite index rebuild surface in I13.,REVIEWED
CAN-LAM-META-075,WP-I11-010,Reviewed membership: the requirement is implemented by the bounded metadata snapshots and restore surface in I11.,REVIEWED
CAN-LAM-META-076,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-META-077,WP-I3-015,Reviewed membership: the requirement is implemented by the bounded revision and concurrency preconditions surface in I3.,REVIEWED
CAN-LAM-PERF-001,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-PERF-002,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-PERF-003,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-PERF-004,WP-I14-010,Reviewed membership: the requirement is implemented by the bounded resource and power controls surface in I14.,REVIEWED
CAN-LAM-PERF-005,WP-I14-005,Reviewed membership: the requirement is implemented by the bounded accessibility semantics surface in I14.,REVIEWED
CAN-LAM-PERF-006,WP-I14-005,Reviewed membership: the requirement is implemented by the bounded accessibility semantics surface in I14.,REVIEWED
CAN-LAM-PERF-008,WP-I14-001,Reviewed membership: the requirement is implemented by the bounded performance fixture definitions surface in I14.,REVIEWED
CAN-LAM-PERSON-002,WP-I8-005,Reviewed membership: the requirement is implemented by the bounded multi-edge relationship history surface in I8.,REVIEWED
CAN-LAM-PERSON-004,WP-I8-006,Reviewed membership: the requirement is implemented by the bounded relationship projections and views surface in I8.,REVIEWED
CAN-LAM-PERSON-007,WP-I7-001,Reviewed membership: the requirement is implemented by the bounded face detection task slice surface in I7.,REVIEWED
CAN-LAM-PERSON-008,WP-I7-003,Reviewed membership: the requirement is implemented by the bounded face clustering and curation surface in I7.,REVIEWED
CAN-LAM-PERSON-009,WP-I7-003,Reviewed membership: the requirement is implemented by the bounded face clustering and curation surface in I7.,REVIEWED
CAN-LAM-PERSON-010,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-011,WP-I8-004,Reviewed membership: the requirement is implemented by the bounded relationship records surface in I8.,REVIEWED
CAN-LAM-PERSON-012,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-013,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-014,WP-I8-006,Reviewed membership: the requirement is implemented by the bounded relationship projections and views surface in I8.,REVIEWED
CAN-LAM-PERSON-017,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-PERSON-018,WP-I6-005,Reviewed membership: the requirement is implemented by the bounded event merge plan surface in I6.,REVIEWED
CAN-LAM-PERSON-019,WP-I6-002,Reviewed membership: the requirement is implemented by the bounded event authoritative records surface in I6.,REVIEWED
CAN-LAM-PERSON-020,WP-I6-010,Reviewed membership: the requirement is implemented by the bounded event and manage later ui surface in I6.,REVIEWED
CAN-LAM-PERSON-021,WP-I6-004,Reviewed membership: the requirement is implemented by the bounded event inference proposals surface in I6.,REVIEWED
CAN-LAM-PERSON-022,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-PERSON-023,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-PERSON-024,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-PERSON-025,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-PERSON-026,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-027,WP-I7-003,Reviewed membership: the requirement is implemented by the bounded face clustering and curation surface in I7.,REVIEWED
CAN-LAM-PERSON-028,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-029,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-PERSON-030,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-PERSON-031,WP-I6-003,Reviewed membership: the requirement is implemented by the bounded manual event creation surface in I6.,REVIEWED
CAN-LAM-PERSON-032,WP-I6-003,Reviewed membership: the requirement is implemented by the bounded manual event creation surface in I6.,REVIEWED
CAN-LAM-PERSON-033,WP-I7-003,Reviewed membership: the requirement is implemented by the bounded face clustering and curation surface in I7.,REVIEWED
CAN-LAM-PERSON-034,WP-I7-003,Reviewed membership: the requirement is implemented by the bounded face clustering and curation surface in I7.,REVIEWED
CAN-LAM-PERSON-035,WP-I7-009,Reviewed membership: the requirement is implemented by the bounded scoped face corrections surface in I7.,REVIEWED
CAN-LAM-PERSON-036,WP-I7-009,Reviewed membership: the requirement is implemented by the bounded scoped face corrections surface in I7.,REVIEWED
CAN-LAM-PERSON-037,WP-I7-009,Reviewed membership: the requirement is implemented by the bounded scoped face corrections surface in I7.,REVIEWED
CAN-LAM-PERSON-038,WP-I7-009,Reviewed membership: the requirement is implemented by the bounded scoped face corrections surface in I7.,REVIEWED
CAN-LAM-PERSON-039,WP-I7-009,Reviewed membership: the requirement is implemented by the bounded scoped face corrections surface in I7.,REVIEWED
CAN-LAM-PERSON-040,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-041,WP-I7-003,Reviewed membership: the requirement is implemented by the bounded face clustering and curation surface in I7.,REVIEWED
CAN-LAM-PERSON-043,WP-I7-008,Reviewed membership: the requirement is implemented by the bounded temporal group memberships surface in I7.,REVIEWED
CAN-LAM-PERSON-044,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-045,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-046,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-047,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-048,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-049,WP-I7-008,Reviewed membership: the requirement is implemented by the bounded temporal group memberships surface in I7.,REVIEWED
CAN-LAM-PERSON-050,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-051,WP-I7-008,Active and historical group membership conflicts belong to temporal group memberships.,REVIEWED
CAN-LAM-PERSON-055,WP-I7-002,Reviewed membership: the requirement is implemented by the bounded face candidate records surface in I7.,REVIEWED
CAN-LAM-PERSON-056,WP-I8-004,Reviewed membership: the requirement is implemented by the bounded relationship records surface in I8.,REVIEWED
CAN-LAM-PERSON-057,WP-I8-004,Reviewed membership: the requirement is implemented by the bounded relationship records surface in I8.,REVIEWED
CAN-LAM-PERSON-059,WP-I8-004,Reviewed membership: the requirement is implemented by the bounded relationship records surface in I8.,REVIEWED
CAN-LAM-PERSON-060,WP-I8-004,Reviewed membership: the requirement is implemented by the bounded relationship records surface in I8.,REVIEWED
CAN-LAM-PERSON-061,WP-I8-004,Reviewed membership: the requirement is implemented by the bounded relationship records surface in I8.,REVIEWED
CAN-LAM-PERSON-062,WP-I7-008,Reviewed membership: the requirement is implemented by the bounded temporal group memberships surface in I7.,REVIEWED
CAN-LAM-PERSON-063,WP-I6-010,Reviewed membership: the requirement is implemented by the bounded event and manage later ui surface in I6.,REVIEWED
CAN-LAM-PERSON-064,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-PERSON-065,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-PERSON-066,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-PERSON-067,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-PERSON-068,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-PERSON-073,WP-I8-006,Reviewed membership: the requirement is implemented by the bounded relationship projections and views surface in I8.,REVIEWED
CAN-LAM-PERSON-077,WP-I8-006,Reviewed membership: the requirement is implemented by the bounded relationship projections and views surface in I8.,REVIEWED
CAN-LAM-PERSON-078,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-082,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-083,WP-I8-004,Reviewed membership: the requirement is implemented by the bounded relationship records surface in I8.,REVIEWED
CAN-LAM-PERSON-084,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-085,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-086,WP-I10-012,Reviewed membership: the requirement is implemented by the bounded location proposals surface in I10.,REVIEWED
CAN-LAM-PERSON-087,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-PERSON-088,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-PERSON-089,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-PERSON-090,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-PERSON-091,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-PERSON-092,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-PERSON-093,WP-I7-010,Reviewed membership: the requirement is implemented by the bounded people and face privacy surface in I7.,REVIEWED
CAN-LAM-PERSON-094,WP-I7-010,Reviewed membership: the requirement is implemented by the bounded people and face privacy surface in I7.,REVIEWED
CAN-LAM-PERSON-095,WP-I8-004,Reviewed membership: the requirement is implemented by the bounded relationship records surface in I8.,REVIEWED
CAN-LAM-PERSON-096,WP-I7-010,Reviewed membership: the requirement is implemented by the bounded people and face privacy surface in I7.,REVIEWED
CAN-LAM-PERSON-097,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-098,WP-I14-010,Reviewed membership: the requirement is implemented by the bounded resource and power controls surface in I14.,REVIEWED
CAN-LAM-PERSON-100,WP-I7-011,Reviewed membership: the requirement is implemented by the bounded people and groups ui surface in I7.,REVIEWED
CAN-LAM-PERSON-121,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-PERSON-128,WP-I7-001,Reviewed membership: the requirement is implemented by the bounded face detection task slice surface in I7.,REVIEWED
CAN-LAM-SEARCH-001,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-SEARCH-002,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-SEARCH-003,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-SEARCH-004,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-SEARCH-005,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-SEARCH-006,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-SEARCH-007,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-SEARCH-008,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-SEARCH-009,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-SEARCH-011,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-SEARCH-012,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-SEARCH-013,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-TEST-020,WP-I0-011,Explicit fragment review: Replaced a one-word risk field with a risk-to-test traceability gate.,REVIEWED
CAN-LAM-TEST-021,WP-I0-011,Explicit fragment review: Expanded a short completion warning into an observable package transition rule.,REVIEWED
CAN-LAM-TRANSACTION-001,WP-I3-010,Reviewed membership: the requirement is implemented by the bounded filesystem operation journal surface in I3.,REVIEWED
CAN-LAM-TRANSACTION-002,WP-I3-010,Reviewed membership: the requirement is implemented by the bounded filesystem operation journal surface in I3.,REVIEWED
CAN-LAM-TRANSACTION-012,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-TRASH-002,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-TRASH-003,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-TRASH-004,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-MISSION-I0-001,WP-I0-001,Explicit reviewed membership: WP-I0-001 owns the read-only repository provenance and integrity baseline.,REVIEWED
CAN-MISSION-I0-002,WP-I0-002,Explicit reviewed membership: WP-I0-002 owns read-only Git-state inspection and prohibits Git mutation.,REVIEWED
CAN-MISSION-I0-003,WP-I0-003,Explicit reviewed membership: WP-I0-003 owns the existing-file SHA-256 manifest without archive creation.,REVIEWED
CAN-MISSION-I0-004,WP-I0-004,Reviewed membership: the requirement is implemented by the bounded mixed-version manifest investigation surface in I0.,REVIEWED
CAN-MISSION-I0-005,WP-I0-006,Explicit reviewed membership: WP-I0-006 defines later build-output isolation without creating a repository copy.,REVIEWED
CAN-MISSION-I0-006,WP-I0-005,Reviewed membership: the requirement is implemented by the bounded toolchain inventory surface in I0.,REVIEWED
CAN-MISSION-I0-007,WP-I0-007,Reviewed membership: the requirement is implemented by the bounded baseline build and test attempts surface in I0.,REVIEWED
CAN-MISSION-I0-008,WP-I0-008,Reviewed membership: the requirement is implemented by the bounded missing fixture classification surface in I0.,REVIEWED
CAN-MISSION-I0-009,WP-I0-009,Reviewed membership: the requirement is implemented by the bounded frontend coupling inventory surface in I0.,REVIEWED
CAN-MISSION-I0-010,WP-I0-010,Reviewed membership: the requirement is implemented by the bounded outbound and commercial integration inventory surface in I0.,REVIEWED
CAN-MISSION-I0-011,WP-I0-011,Explicit reviewed membership: WP-I0-011 enforces active-plan read/write boundaries and external integrity proof.,REVIEWED
CAN-MISSION-I14-001,WP-I14-005,Reviewed membership: the requirement is implemented by the bounded accessibility semantics surface in I14.,REVIEWED
CAN-MISSION-I14-002,WP-I14-008,Reviewed membership: the requirement is implemented by the bounded map and graph accessibility surface in I14.,REVIEWED
CAN-MISSION-I14-003,WP-I14-005,Reviewed membership: the requirement is implemented by the bounded accessibility semantics surface in I14.,REVIEWED
CAN-MISSION-I14-004,WP-I14-005,Reviewed membership: the requirement is implemented by the bounded accessibility semantics surface in I14.,REVIEWED
CAN-MISSION-I15-001,WP-I15-001,Reviewed membership: the requirement is implemented by the bounded cross-platform packages and clean-machine proof surface in I15.,REVIEWED
CAN-MISSION-I15-002,WP-I15-007,Reviewed membership: the requirement is implemented by the bounded sbom and third-party notices surface in I15.,REVIEWED
CAN-MISSION-I15-003,WP-I15-014,Reviewed membership: the requirement is implemented by the bounded final outbound-traffic verification surface in I15.,REVIEWED
CAN-SECTION-0120,WP-I11-010,"The parent primary phase is I11 and covers metadata snapshots, privacy export, and non-destructive mutation; an I3 identity package contradicted the reviewed phase.",REVIEWED
