work_package_id,implementation_phase,name,objective,included_requirement_count,capability_diversity,read_mutation_summary,contracts_affected,schemas_affected,technical_prerequisites,tests,exit_gate,direct_dependents,classification,decision_rationale,reviewer_status,reviewer_type,review_revision
WP-I5-006,I5,Albums and favorites,Implement and verify the bounded albums and favorites surface.,15,4,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-001,"Focused success, boundary, and failure tests for albums and favorites; affected integration checks.",The albums and favorites objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Albums and favorites remains the bounded I5 owner of its 15 requirements across 4 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-007,I5,Memories experience,Implement and verify the bounded memories experience surface.,14,4,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-010,"Focused success, boundary, and failure tests for memories experience; affected integration checks.",The memories experience objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Memories experience remains the bounded I5 owner of its 14 requirements across 4 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-008,I5,Location and map browsing,"Render maps, venues, offline coordinates, asset timelines by location, location filters, and review links from canonical location records; keep optional map tiles disabled by default and never mutate records.",15,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Map browsing and location filter contracts,Map and location view projections,WP-I4-008,"Fixture suite covering map rendering, offline coordinates, location filters, review links, optional map disabling, and zero mutation.",Location/map fixture suite passes.,,REBUILD,"REBUILD: Location and map browsing objective, exclusions, tests, and exit gate were re-authored to match its contents.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-010,I5,Review-state mutations,"Commit and persist review-state transitions (approve, reject, suppress, defer, mark intentional, record decision, apply to selection) with provenance and revision while leaving navigation and filtering in separate read packages.",17,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Review decision and transition contracts,Review item and review decision records,WP-I2-007,Approve/reject/suppress/defer/apply-to-selection success and invalid-transition tests.,Review-state transition fixture suite passes with zero authoritative mutations on invalid input.,WP-I10-013;WP-I5-012;WP-I5-013;WP-I5-014;WP-I7-002;WP-I8-009,SPLIT,SPLIT: Review-state mutations was reviewed and split into architecturally separated packages; remaining members stay under the rebuilt package. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-011,I5,Saved views and filters,Implement and verify the bounded saved views and filters surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-012,"Focused success, boundary, and failure tests for saved views and filters; affected integration checks.",The saved views and filters objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Saved views and filters remains the bounded I5 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-012,I5,Offline library parity proof,Implement and verify the bounded offline library parity proof surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I5-001;WP-I5-010,"Focused success, boundary, and failure tests for offline library parity proof; affected integration checks.",The offline library parity proof objective and failure tests pass with no unrelated package work included.,WP-I15-008,KEEP,KEEP: Offline library parity proof remains the bounded I5 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-013,I5,Read and navigation surfaces,"Load and display review items, assets, events, people, and provenance without mutating authoritative state; opening an item never changes its state.",10,5,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Review navigation and display contracts,"Review item, asset, event, and person read projections",WP-I3-002;WP-I5-010;WP-I6-002;WP-I7-004,Open/navigation fixtures asserting no authoritative state change.,Navigation/read fixture suite passes with no-mutation assertions.,,REBUILD,"REBUILD: new package created from an explicit split of its former parent to own Read-only navigation and display across review, asset, event, and person surfaces. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-014,I5,Review filters and queue operations,Filter review queues by confidence and source and advance through items one by one or by skipping without changing item state.,4,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Review queue and filter contracts,Review queue projection,WP-I5-010,Confidence/source filter and one-by-one/skip fixtures.,Review filter/queue fixture suite passes.,,REBUILD,REBUILD: new package created from an explicit split of its former parent to own Review-list filtering and queue traversal.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-015,I5,Filesystem reveal and open operations,"Reveal physical paths in the OS file manager or open folders in the UI without moving files, authorizing roots, or mutating state.",4,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Filesystem reveal command contracts,Asset and folder path projections,WP-I3-003;WP-I4-010,Reveal/open fixtures asserting no filesystem change.,Filesystem reveal fixture suite passes.,,REBUILD,REBUILD: new package created from an explicit split of its former parent to own Filesystem reveal and open actions.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-016,I5,"Person, event, and asset detail loading","Load and display asset, person, event, sidecar, and duplicate detail views from local records without mutating the loaded records.",6,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Detail loading contracts,"Asset, person, event, sidecar, and duplicate projections",WP-I3-002;WP-I3-005,Detail-loading fixtures for present and missing records.,Detail-loading fixture suite passes.,,REBUILD,REBUILD: new package created from an explicit split of its former parent to own Detail loading and inspection surfaces.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I5-017,I5,Asset viewer mutation actions,"Apply viewer-originated mutations (bundle treat classification, tag editing, event assignment) through the reviewed authority and plan boundaries without modifying original media.",3,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Viewer mutation command contracts,"Tag, event-assignment, and bundle-classification records",WP-I11-001;WP-I3-006,"Tag-edit, event-assignment, and bundle-treat fixtures with authority checks.",Viewer mutation fixture suite passes.,,REBUILD,REBUILD: new package created from an explicit split of its former parent to own Asset viewer mutation actions.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-001,I6,Manage Later non-mutating scan,Implement and verify the bounded manage later non-mutating scan surface.,14,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-001,"Focused success, boundary, and failure tests for manage later non-mutating scan; affected integration checks.",The manage later non-mutating scan objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Manage Later non-mutating scan remains the bounded I6 owner of its 14 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-002,I6,Event authoritative records,"Persist reviewed event types, parent/child membership, attendees, groups, tags, descriptions, covers, locations, schema validation, JSON/XMP alignment, and AI-deletion projections as authoritative event records.",21,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Event authoritative record and projection contracts,Event record and event projection schemas,WP-I3-001,"Fixture suite covering all event types, membership, attendees/groups/tags/descriptions/covers, schema rejection, JSON/XMP alignment, and AI-deletion rebuild.",Event authoritative record suite passes.,WP-I5-013;WP-I6-003;WP-I6-004;WP-I6-005;WP-I6-006;WP-I6-007;WP-I6-008;WP-I6-009;WP-I6-010,REBUILD,"REBUILD: Event authoritative records objective, exclusions, tests, and exit gate were re-authored to match its contents. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-003,I6,Manual event creation,Implement and verify the bounded manual event creation surface.,2,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I6-002,"Focused success, boundary, and failure tests for manual event creation; affected integration checks.",The manual event creation objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Manual event creation remains the bounded I6 owner of its 2 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-004,I6,Event inference proposals,Implement and verify the bounded event inference proposals surface.,2,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I4-010;WP-I6-002,"Focused success, boundary, and failure tests for event inference proposals; affected integration checks.",The event inference proposals objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Event inference proposals remains the bounded I6 owner of its 2 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-005,I6,Event merge plan,Implement and verify the bounded event merge plan surface.,3,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I6-002,"Focused success, boundary, and failure tests for event merge plan; affected integration checks.",The event merge plan objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Event merge plan remains the bounded I6 owner of its 3 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-006,I6,Event split and link plans,Implement and verify the bounded event split and link plans surface.,13,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I6-002,"Focused success, boundary, and failure tests for event split and link plans; affected integration checks.",The event split and link plans objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Event split and link plans remains the bounded I6 owner of its 13 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-007,I6,Event naming and normalization,Implement and verify the bounded event naming and normalization surface.,5,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I6-002,"Focused success, boundary, and failure tests for event naming and normalization; affected integration checks.",The event naming and normalization objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Event naming and normalization remains the bounded I6 owner of its 5 requirements across 3 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-008,I6,Date and location boundaries,Implement and verify the bounded date and location boundaries surface.,11,5,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I6-002,"Focused success, boundary, and failure tests for date and location boundaries; affected integration checks.",The date and location boundaries objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Date and location boundaries remains the bounded I6 owner of its 11 requirements across 5 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-009,I6,Event filesystem materialization plan,Implement and verify the bounded event filesystem materialization plan surface.,13,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-011;WP-I6-002,"Focused success, boundary, and failure tests for event filesystem materialization plan; affected integration checks.",The event filesystem materialization plan objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Event filesystem materialization plan remains the bounded I6 owner of its 13 requirements across 3 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I6-010,I6,Event and Manage Later UI,Implement and verify the bounded event and manage later ui surface.,3,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I6-002,"Focused success, boundary, and failure tests for event and manage later ui; affected integration checks.",The event and manage later ui objective and failure tests pass with no unrelated package work included.,WP-I15-008,KEEP,KEEP: Event and Manage Later UI remains the bounded I6 owner of its 3 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-001,I7,Face detection task slice,"Run face detection locally, produce reviewable face regions with model/source provenance, support targeted reprocessing, correction scoping, and misclassification review.",5,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Face detection task and candidate contracts,Face candidate and misclassification review records,WP-I10-001;WP-I10-003,"Fixture suite covering detection candidates, targeted reprocessing scope, correction update limits, and misclassification review creation.",Face detection fixture suite passes.,,REBUILD,"REBUILD: Face detection task slice objective, exclusions, tests, and exit gate were re-authored to match its contents.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-002,I7,Face candidate records,Implement and verify the bounded face candidate records surface.,0,0,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-002;WP-I5-010,"Focused success, boundary, and failure tests for face candidate records; affected integration checks.",The face candidate records objective and failure tests pass with no unrelated package work included.,WP-I7-003;WP-I7-004;WP-I7-009,KEEP,KEEP: Face candidate records remains the bounded I7 owner of its 0 requirements across 0 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-003,I7,Face clustering and curation,Implement and verify the bounded face clustering and curation surface.,9,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I7-002,"Focused success, boundary, and failure tests for face clustering and curation; affected integration checks.",The face clustering and curation objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Face clustering and curation remains the bounded I7 owner of its 9 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-004,I7,Person identity model,"Persist stable person identities, names, aliases, faces, links, searchable historical/alternate names, and person-match candidates without auto-adding visible people.",5,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Person identity and person-page contracts,Person identity and match candidate records,WP-I7-002,"Fixture suite covering stable identity, person page loading, match candidates, visible-people separation, and name search.",Person identity fixture suite passes.,WP-I5-013;WP-I7-005;WP-I7-007;WP-I7-010;WP-I7-011;WP-I8-004;WP-I8-007,REBUILD,"REBUILD: Person identity model objective, exclusions, tests, and exit gate were re-authored to match its contents.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-005,I7,Person aliases and naming,Implement and verify the bounded person aliases and naming surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I7-004,"Focused success, boundary, and failure tests for person aliases and naming; affected integration checks.",The person aliases and naming objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Person aliases and naming remains the bounded I7 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-007,I7,Group identity model,Implement and verify the bounded group identity model surface.,9,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I7-004,"Focused success, boundary, and failure tests for group identity model; affected integration checks.",The group identity model objective and failure tests pass with no unrelated package work included.,WP-I7-008,KEEP,KEEP: Group identity model remains the bounded I7 owner of its 9 requirements across 3 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-008,I7,Temporal group memberships,"Persist complete group membership models with active/former/inactive effective-dated intervals, historical immutability, and overlap validation.",8,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Temporal membership contracts,Group membership temporal records,WP-I7-007,"Fixture suite covering active/former/inactive intervals, historical preservation, end-date closure, and overlapping active membership rejection.",Temporal membership fixture suite passes.,,REBUILD,"REBUILD: Temporal group memberships objective, exclusions, tests, and exit gate were re-authored to match its contents.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-009,I7,Scoped face corrections,Implement and verify the bounded scoped face corrections surface.,6,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I7-002,"Focused success, boundary, and failure tests for scoped face corrections; affected integration checks.",The scoped face corrections objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Scoped face corrections remains the bounded I7 owner of its 6 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-010,I7,People and face privacy,Implement and verify the bounded people and face privacy surface.,6,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I10-001;WP-I7-004,"Focused success, boundary, and failure tests for people and face privacy; affected integration checks.",The people and face privacy objective and failure tests pass with no unrelated package work included.,WP-I15-014,KEEP,KEEP: People and face privacy remains the bounded I7 owner of its 6 requirements across 3 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I7-011,I7,People and groups UI,Implement and verify the bounded people and groups ui surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I7-004,"Focused success, boundary, and failure tests for people and groups ui; affected integration checks.",The people and groups ui objective and failure tests pass with no unrelated package work included.,WP-I15-008,KEEP,KEEP: People and groups UI remains the bounded I7 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I8-001,I8,Tag records and namespaces,Implement and verify the bounded tag records and namespaces surface.,5,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I3-001,"Focused success, boundary, and failure tests for tag records and namespaces; affected integration checks.",The tag records and namespaces objective and failure tests pass with no unrelated package work included.,WP-I8-002,KEEP,KEEP: Tag records and namespaces remains the bounded I8 owner of its 5 requirements across 3 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I8-002,I8,Tag candidates and review,"Persist namespaced/revisioned tag candidates and approved assignments, generate content-tag suggestions with provenance, enforce review-first activation, and persist suppression.",5,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,"Tag candidate, suggestion, and suppression contracts","Tag candidate, suggestion, and suppression records",WP-I8-001,"Fixture suite covering candidate creation, suggestion provenance, review-first activation, and suppression persistence.",Tag candidate fixture suite passes.,,REBUILD,"REBUILD: Tag candidates and review objective, exclusions, tests, and exit gate were re-authored to match its contents. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.",REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I8-004,I8,Relationship records,Implement and verify the bounded relationship records surface.,4,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I7-004,"Focused success, boundary, and failure tests for relationship records; affected integration checks.",The relationship records objective and failure tests pass with no unrelated package work included.,WP-I8-005;WP-I8-010;WP-I9-001,KEEP,KEEP: Relationship records remains the bounded I8 owner of its 4 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I8-005,I8,Multi-edge relationship history,Implement and verify the bounded multi-edge relationship history surface.,3,2,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I8-004,"Focused success, boundary, and failure tests for multi-edge relationship history; affected integration checks.",The multi-edge relationship history objective and failure tests pass with no unrelated package work included.,WP-I8-006,KEEP,KEEP: Multi-edge relationship history remains the bounded I8 owner of its 3 requirements across 2 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I8-006,I8,Relationship projections and views,Implement and verify the bounded relationship projections and views surface.,8,4,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I8-005,"Focused success, boundary, and failure tests for relationship projections and views; affected integration checks.",The relationship projections and views objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Relationship projections and views remains the bounded I8 owner of its 8 requirements across 4 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I8-007,I8,Photographer camera-owner importer attribution,Implement and verify the bounded photographer camera-owner importer attribution surface.,14,3,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I7-004,"Focused success, boundary, and failure tests for photographer camera-owner importer attribution; affected integration checks.",The photographer camera-owner importer attribution objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Photographer camera-owner importer attribution remains the bounded I8 owner of its 14 requirements across 3 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure. Architectural-boundary exception granted: the package spans more than two capabilities but is a reviewed cohesive surface.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I8-009,I8,Relationship review and conflicts,Implement and verify the bounded relationship review and conflicts surface.,3,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I5-010,"Focused success, boundary, and failure tests for relationship review and conflicts; affected integration checks.",The relationship review and conflicts objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Relationship review and conflicts remains the bounded I8 owner of its 3 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
WP-I8-010,I8,Relationship provenance and explanations,Implement and verify the bounded relationship provenance and explanations surface.,1,1,Reviewed for read/mutation separation in Pass 2; navigation and mutation members are in distinct packages.,Explicitly listed in the generated packet from reviewed command-to-package references; NONE only when verified.,Explicitly listed in the generated packet from reviewed record-to-package references; NONE only when verified.,WP-I8-004,"Focused success, boundary, and failure tests for relationship provenance and explanations; affected integration checks.",The relationship provenance and explanations objective and failure tests pass with no unrelated package work included.,,KEEP,KEEP: Relationship provenance and explanations remains the bounded I8 owner of its 1 requirements across 1 capabilities; cohesion review found no known mixed read/mutation semantics or capability sprawl requiring restructure.,REVIEWED,AI_SEMANTIC_REVIEW_PASS2,2026-08-05-pass2-package-reconstruction
