Package ID,Canonical ID,Candidate placement,Final placement,Exact authority owner,Exact implementation owner,Exact shared mechanism,Exact Codebase evidence,Exact contract evidence,Exact schema evidence,Exact test evidence,Exact failure/recovery evidence,Alternative considered,Final decision,Item-specific rationale,Evidence sources,Reviewer role,Review revision,Verification status
WP-I3-001,CAN-LAM-INV-META-04,WP-I3-001,WP-I3-001,Local data authority,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/schema/tables/asset-metadata.table.ts;Codebase/server/src/schema/tables/user-metadata.table.ts;Codebase/web/src/lib/components/asset-viewer/SlideshowMetadataOverlay.svelte;Codebase/web/src/lib/stores/slideshow.store.ts,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 7 data safety,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-INV-META-04 source locator lines 109-109 and Codebase evidence ['Codebase/server/src/schema/tables/asset-metadata.table.ts', 'Codebase/server/src/schema/tables/user-metadata.table.ts'] support placement in WP-I3-001.",requirements.csv:lines 109-109; reviewed-actionable-requirements-v3.csv:CAN-LAM-INV-META-04; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I7-007,CAN-LAM-INV-PERSON-01,WP-I7-007,WP-I7-007,Metadata,Group identity model,"The package is bounded to the group identity model architectural surface and its direct contracts, records, and tests.",Codebase/mobile/lib/presentation/widgets/people/person_edit_birthday_modal.widget.dart;Codebase/mobile/lib/presentation/widgets/people/person_edit_name_modal.widget.dart;Codebase/mobile/lib/presentation/widgets/people/person_option_sheet.widget.dart;Codebase/server/src/repositories/person.repository.ts,"Contracts affected by requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013...; schema paths are resolved in the package packet.","Given a referenced profile, when its canonical name changes, then all references retain the same profile ID and no relationship or membership edge is duplicated.",Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-INV-PERSON-01 source locator lines 103-103 and Codebase evidence ['Codebase/mobile/lib/presentation/widgets/people/person_edit_birthday_modal.widget.dart', 'Codebase/mobile/lib/presentation/widgets/people/person_edit_name_modal.widget.dart'] support placement in WP-I7-007.",requirements.csv:lines 103-103; reviewed-actionable-requirements-v3.csv:CAN-LAM-INV-PERSON-01; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-008,CAN-LAM-META-002,WP-I3-008,WP-I3-008,Metadata,SQLite migration framework,"Reviewed cross-capability package: SQLite migration framework is a shared architectural surface used by Asset identity and records, Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/docs/docs/features/xmp-sidecars.md;Codebase/mobile/ios/Runner/Schemas/Tables.swift;Codebase/server/src/repositories/config.repository.ts;Codebase/server/src/repositories/storage.repository.ts,"Contracts affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; schema paths are resolved in the package packet.","Given one retained persistence workflow, when each declared success and failure case runs, then authority and projection states match the schema and every failure returns a typed outcome without silent data loss.",Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-002 source locator lines 51-51 and Codebase evidence ['Codebase/docs/docs/features/xmp-sidecars.md', 'Codebase/mobile/ios/Runner/Schemas/Tables.swift'] support placement in WP-I3-008.",requirements.csv:lines 51-51; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-002; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-META-006,WP-I3-001,WP-I3-001,Local data authority,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/openapi/lib/model/asset_edit_action.dart;Codebase/mobile/openapi/lib/model/sync_asset_edit_v1.dart;Codebase/web/src/lib/components/asset-viewer/editor/transform-tool/CropArea.svelte;Codebase/web/src/routes/(user)/workflows/[workflowId]/WorkflowJsonEditor.svelte,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 7 data safety,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-006 source locator lines 81-81 and Codebase evidence ['Codebase/mobile/openapi/lib/model/asset_edit_action.dart', 'Codebase/mobile/openapi/lib/model/sync_asset_edit_v1.dart'] support placement in WP-I3-001.",requirements.csv:lines 81-81; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-006; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-META-009,WP-I3-001,WP-I3-001,Filesystem transactions and recovery,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/lib/domain/models/memory.model.dart;Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.drift.dart;Codebase/mobile/lib/infrastructure/entities/user_metadata.entity.drift.dart;Codebase/mobile/openapi/lib/model/sync_memory_v1.dart,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Draft-save success/failure fixture with restore check.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-009 source locator lines 148-148 and Codebase evidence ['Codebase/mobile/lib/domain/models/memory.model.dart', 'Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.drift.dart'] support placement in WP-I3-001.",requirements.csv:lines 148-148; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-009; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-008,CAN-LAM-META-012,WP-I3-008,WP-I3-008,Local data authority,SQLite migration framework,"Reviewed cross-capability package: SQLite migration framework is a shared architectural surface used by Asset identity and records, Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/docs/static/archived-versions.json;Codebase/mobile/lib/extensions/maplibrecontroller_extensions.dart;Codebase/package.json;Codebase/package.json);Codebase/packages/plugin-sdk/tsconfig.json,"Contracts affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ASSET-018, CAN-LAM-ASSET-024, CAN-LAM-EDGE-04, CAN-LAM-EDGE-10, CAN-LAM-GOV-224, CAN-LAM-GOV-256, CAN-LAM-META-002, CAN-LAM-META-012...; schema paths are resolved in the package packet.",Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 7 data safety,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-012 source locator lines 152-152 and Codebase evidence ['Codebase/docs/static/archived-versions.json', 'Codebase/mobile/lib/extensions/maplibrecontroller_extensions.dart'] support placement in WP-I3-008.",requirements.csv:lines 152-152; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-012; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-META-013,WP-I4-008,WP-I4-008,Metadata,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.",Metadata-read fixture with byte-preservation checks.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-013 source locator lines 279-279 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I4-008.",requirements.csv:lines 279-279; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-013; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-META-014,WP-I4-008,WP-I4-008,Metadata,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.",Metadata-edit fixture with hash checks.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-014 source locator lines 280-280 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I4-008.",requirements.csv:lines 280-280; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-014; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-META-015,WP-I3-001,WP-I3-001,Metadata,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/docs/docs/features/xmp-sidecars.md;Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",JSON-sidecar fixture with schema and preservation checks.,Explicit failure/preservation clause in the statement is preserved; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-015 source locator lines 281-281 and Codebase evidence ['Codebase/docs/docs/features/xmp-sidecars.md', 'Codebase/server/src/controllers/asset.controller.ts'] support placement in WP-I3-001.",requirements.csv:lines 281-281; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-015; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-015,CAN-LAM-META-016,WP-I3-015,WP-I3-015,Metadata,Revision and concurrency preconditions,"Reviewed cross-capability package: Revision and concurrency preconditions is a shared architectural surface used by Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/docs/docs/features/xmp-sidecars.md;Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-ARCH-184, CAN-LAM-META-016, CAN-LAM-META-077; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-184, CAN-LAM-META-016, CAN-LAM-META-077; schema paths are resolved in the package packet.",XMP-sidecar fixture with alignment checks.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-016 source locator lines 282-282 and Codebase evidence ['Codebase/docs/docs/features/xmp-sidecars.md', 'Codebase/server/src/controllers/asset.controller.ts'] support placement in WP-I3-015.",requirements.csv:lines 282-282; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-016; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-META-018,WP-I3-001,WP-I3-001,Sidecars and metadata authority,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/web/src/lib/components/asset-viewer/DetailPanelDate.svelte,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Folder-map fixture with rebuild checks.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-018 source locator lines 373-373 and Codebase evidence ['Codebase/server/src/controllers/asset.controller.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I3-001.",requirements.csv:lines 373-373; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-018; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I11-010,CAN-LAM-META-019,WP-I11-010,WP-I11-010,Metadata,Metadata snapshots and restore,"Reviewed cross-capability package: Metadata snapshots and restore is a shared architectural surface used by Duplicates, Editing, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-ARCH-398, CAN-LAM-GOV-018, CAN-LAM-META-019, CAN-LAM-META-075, CAN-SECTION-0120; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-398, CAN-LAM-GOV-018, CAN-LAM-META-019, CAN-LAM-META-075, CAN-SECTION-0120; schema paths are resolved in the package packet.",Snapshot fixture with rollback verification.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-019 source locator lines 410-410 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I11-010.",requirements.csv:lines 410-410; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-019; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-META-023,WP-I3-001,WP-I3-001,Planning and verification governance,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/schema/migrations/1764698859174-SidecarInAssetFile.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Sidecar-version fixture.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-023 source locator lines 641-641 and Codebase evidence ['Codebase/server/src/controllers/asset.controller.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I3-001.",requirements.csv:lines 641-641; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-023; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-META-026,WP-I4-008,WP-I4-008,Sidecars and metadata authority,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/openapi/lib/model/queue_name.dart;Codebase/server/src/repositories/asset.repository.ts;Codebase/server/src/services/metadata.service.ts;Codebase/server/test/mappers.ts,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.",Metadata-extraction fixture.,Typed failure result; no partial authoritative state is claimed; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-026 source locator lines 712-712 and Codebase evidence ['Codebase/mobile/openapi/lib/model/queue_name.dart', 'Codebase/server/src/repositories/asset.repository.ts'] support placement in WP-I4-008.",requirements.csv:lines 712-712; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-026; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-001,CAN-LAM-META-029,WP-I3-001,WP-I3-001,Local data authority,Authoritative record envelope,"Reviewed cross-capability package: Authoritative record envelope is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Extraction fixture must preserve embedded source on failure.,Explicit failure/preservation clause in the statement is preserved; Explicit preservation clause in the statement is preserved,,VERIFIED,"Requirement CAN-LAM-META-029 source locator lines 1440-1440 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I3-001.",requirements.csv:lines 1440-1440; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-029; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I3-009,CAN-LAM-META-032,WP-I3-009,WP-I3-009,Local data authority,Derived-index rebuild contract,"Reviewed cross-capability package: Derived-index rebuild contract is a shared architectural surface used by Filesystem transactions and recovery, Local data authority, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/mobile/ios/Runner/Schemas/Tables.swift;Codebase/server/src/controllers/asset.controller.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-10, CAN-LAM-AI-006, CAN-LAM-AI-027, CAN-LAM-ASSET-040, CAN-LAM-ASSET-044, CAN-LAM-EVENT-005, CAN-LAM-INV-META-03, CAN-LAM-META-032...; schema paths are resolved in the package packet.",Search-rebuild fixture from authority records.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-032 source locator lines 1444-1444 and Codebase evidence ['Codebase/mobile/ios/Runner/Schemas/Tables.swift', 'Codebase/server/src/controllers/asset.controller.ts'] support placement in WP-I3-009.",requirements.csv:lines 1444-1444; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-032; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
WP-I4-008,CAN-LAM-META-033,WP-I4-008,WP-I4-008,Metadata,Metadata extraction,"Reviewed cross-capability package: Metadata extraction is a shared architectural surface used by Libraries and storage, Media ingestion and derivation, Metadata, Sidecars and metadata authority. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Codebase/server/src/dtos/system-metadata.dto.ts;Codebase/server/src/repositories/metadata.repository.ts;Codebase/server/src/services/metadata.service.spec.ts;Codebase/server/src/services/metadata.service.ts,"Contracts affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDGE-03, CAN-LAM-INV-META-01, CAN-LAM-META-013, CAN-LAM-META-014, CAN-LAM-META-026, CAN-LAM-META-033, CAN-LAM-META-036, CAN-LAM-META-040...; schema paths are resolved in the package packet.",Missing-metadata query fixture.,Typed failure result; no partial authoritative state is claimed; No unrelated authoritative state is modified,,VERIFIED,"Requirement CAN-LAM-META-033 source locator lines 1593-1593 and Codebase evidence ['Codebase/server/src/dtos/system-metadata.dto.ts', 'Codebase/server/src/repositories/metadata.repository.ts'] support placement in WP-I4-008.",requirements.csv:lines 1593-1593; reviewed-actionable-requirements-v3.csv:CAN-LAM-META-033; code_evidence_references,PASS_B_INDEPENDENT_EVIDENCE_REVIEWER,2026-08-06-pass-b-v2,VERIFIED
