Canonical ID,Source text,Final statement,Current capability,Current phase,Corrected capability,Corrected phase,Reason,Evidence,Review status
CAN-LAM-GOV-237,Treat:,"When the asset bundle treats a file, Lamha must classify the bundle members according to the reviewed treat rule and keep companion files linked without changing media bytes.",Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.1 Asset bundle; parent=CAN-SECTION-0185,REVIEWED_CONFIRMED
CAN-LAM-GOV-240,Preserve all values.,"When conflicting metadata values are presented, Lamha must preserve all conflicting values with their sources and require an explicit review decision before any value is discarded.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.3 Conflicts; parent=none,REVIEWED_CONFIRMED
CAN-LAM-GOV-241,Create Review item.,"When a conflict is detected, Lamha must create a Review item that records the conflicting values, sources, and affected asset.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.3 Conflicts; parent=CAN-SECTION-0186,REVIEWED_CONFIRMED
CAN-LAM-GOV-242,Show sources.,"When a reviewer shows sources for a Review item, Lamha must display the exact source locations and revisions behind each conflicting value.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.3 Conflicts; parent=CAN-SECTION-0186,REVIEWED_CONFIRMED
CAN-LAM-GOV-244,Record decision.,"When a reviewer records a decision on a Review item, Lamha must persist the chosen value, its provenance, and the review revision.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.3 Conflicts; parent=CAN-SECTION-0186,REVIEWED_CONFIRMED
CAN-LAM-GOV-245,Asset,"Asset is the authoritative record of one managed media item, including identity, paths, roles, and revision history.",Local data authority,,Local data authority,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.4 Schema work; parent=CAN-SECTION-0187,REVIEWED_CORRECTED
CAN-LAM-GOV-246,Person,"Person is the authoritative record of a person profile, including stable identity, names, faces, and relationships.",Local data authority,,Local data authority,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.4 Schema work; parent=CAN-SECTION-0188,REVIEWED_CORRECTED
CAN-LAM-GOV-247,Folder map,Folder map is the authoritative projection of folder and event-folder structure.,Local data authority,,Local data authority,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.4 Schema work; parent=CAN-SECTION-0189,REVIEWED_CORRECTED
CAN-LAM-GOV-248,Relationship map,Relationship map is the authoritative projection of relationship edges and nodes.,Local data authority,,Local data authority,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.4 Schema work; parent=CAN-SECTION-0188,REVIEWED_CORRECTED
CAN-LAM-GOV-249,Operation,Operation is the typed record of a planned or executed mutation with its journal and recovery state.,Filesystem transactions and recovery,,Filesystem transactions and recovery,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.4 Schema work; parent=CAN-SECTION-0190,REVIEWED_CORRECTED
CAN-LAM-GOV-250,Review item,"Review item is the typed record of a pending review decision with conflicting values, sources, and revision.",Local data authority,,Local data authority,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.4 Schema work; parent=CAN-SECTION-0191,REVIEWED_CORRECTED
CAN-LAM-GOV-251,Library root,Library root is a user-authorized writable root that Lamha may scan and manage under the authorized-path rules.,Local data authority,,Local data authority,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.4 Schema work; parent=CAN-SECTION-0192,REVIEWED_CORRECTED
CAN-LAM-GOV-252,Every schema needs:,"Every authoritative schema must define its required fields, authority source, and rebuildable projections before implementation may proceed.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.4 Schema work; parent=CAN-SECTION-0190,REVIEWED_CONFIRMED
CAN-LAM-GOV-253,Required fields,"Every authoritative record schema must define the required fields it persists, and validation must reject records that omit any required field.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=16.4 Schema work; parent=none,REVIEWED_CONFIRMED
CAN-LAM-GOV-257,Operations include:,"The filesystem transaction method supports the reviewed operation set (prepare, stage, commit, rollback, recovery) and any operation outside that set is rejected.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=17. Filesystem Transaction Method; parent=CAN-SECTION-0193,REVIEWED_CONFIRMED
CAN-LAM-GOV-262,Reviewable suggestions use:,"When reviewable suggestions are generated, Lamha must base them on the reviewed suggestion sources and require explicit approval before any suggestion is applied.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=18.5 Review; parent=CAN-SECTION-0194,REVIEWED_CONFIRMED
CAN-LAM-GOV-264,Map all meaningful code and exclusions.,Pass 1 must map all meaningful code and exclusions and must not declare the map complete while exclusions remain.,Planning and verification governance,I0,Planning and verification governance,I0,"Pass 1 corpus inventory is a planning-governance obligation, not product map browsing.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Pass 1 — Corpus inventory; parent=CAN-SECTION-0195,REVIEWED_CORRECTED
CAN-LAM-GOV-265,Map actual runtime and data flow.,Pass 2 must map actual runtime and data flow and must not declare the map complete while flow evidence is missing.,Planning and verification governance,I0,Planning and verification governance,I0,"Pass 2 current-architecture mapping is a planning-governance obligation, not product map browsing.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Pass 2 — Current architecture; parent=CAN-SECTION-0196,REVIEWED_CORRECTED
CAN-LAM-GOV-266,Map every user and technical capability.,Pass 3 must map every user and technical capability and must not declare the map complete while any capability is unmapped.,Planning and verification governance,I0,Planning and verification governance,I0,"Pass 3 feature mapping is a planning-governance obligation, not product map browsing.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Pass 3 — Existing features; parent=CAN-SECTION-0197,REVIEWED_CORRECTED
CAN-LAM-GOV-270,Planning is not complete after the first map.,Planning is not complete after the first dependency map; the plan must pass the reviewed double-check passes and validator before any package is declared ready.,Planning and verification governance,I0,Planning and verification governance,I0,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=20. Double-Check Passes; parent=none,REVIEWED_CONFIRMED
CAN-LAM-GOV-284,Include symbols.,Token-efficient mapping must include the reviewed symbols for each mapped item and must reject rows without symbol references.,Planning and verification governance,,Planning and verification governance,,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=21. Token-Efficient Mapping; parent=none,REVIEWED_CONFIRMED
CAN-LAM-GOV-285,Include line ranges.,Token-efficient mapping must include the reviewed line ranges for each mapped item and must reject rows without valid ranges.,Planning and verification governance,,Planning and verification governance,,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=21. Token-Efficient Mapping; parent=none,REVIEWED_CONFIRMED
CAN-LAM-GOV-296,Extract every requirement.,The Graphify pass must extract every requirement from the source plans and must fail when any requirement remains unextracted.,Planning and verification governance,,Planning and verification governance,,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 1 — Graphify Mapping & Master-Plan Traceability; parent=none,REVIEWED_CONFIRMED
CAN-LAM-GOV-298,Map target modules.,The Graphify pass must map target modules for every requirement and must fail when any requirement lacks a target module.,Planning and verification governance,,Planning and verification governance,,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 1 — Graphify Mapping & Master-Plan Traceability; parent=none,REVIEWED_CONFIRMED
CAN-LAM-LEGAL-001,Immich attribution,The release bundle must include the reviewed Immich attribution and the release gate must fail when it is missing.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=39. Required Legal and Attribution Material We Are Keeping; parent=CAN-SECTION-0110,REVIEWED_CONFIRMED
CAN-LAM-LEGAL-002,Copyright notices,The release bundle must include the required copyright notices and the release gate must fail when any required notice is missing.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=39. Required Legal and Attribution Material We Are Keeping; parent=CAN-SECTION-0110,REVIEWED_CONFIRMED
CAN-LAM-LEGAL-010,Preserve legal notices.,Rebranding must preserve legal notices and the release gate must fail if any required notice is removed.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 2 — Rebranding Foundation; parent=none,REVIEWED_CONFIRMED
CAN-LAM-LEGAL-013,Required copyright,The release bundle must include the required copyright notices for all bundled and referenced material and must block release when any required notice is missing.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Legal and Rebranding Method; parent=none,REVIEWED_CONFIRMED
CAN-LAM-LEGAL-014,Do not remove legally required material.,"Rebranding and packaging must never remove legally required material; any removal of a licence, notice, or attribution surface must fail the release gate.",Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Legal and Rebranding Method; parent=none,REVIEWED_CONFIRMED
CAN-LAM-META-009,Saved map JSON for saved drafts,"When a saved mind-map draft is written, Lamha must persist the map JSON through the transaction journal; a failed write must leave the last saved draft recoverable.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=1.3 Directional Source-of-Truth & Authority Matrix; parent=CAN-SECTION-0198,REVIEWED_CONFIRMED
CAN-LAM-META-013,Reading metadata,"When metadata is read from a media file, Lamha must extract the supported fields, preserve the embedded source, and report malformed or missing values without altering the file.",Metadata,I4,Metadata,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.1 Local-first operation; parent=CAN-SECTION-0199,REVIEWED_CONFIRMED
CAN-LAM-META-014,Editing supported metadata,"When supported metadata is edited, Lamha must update the authoritative record and reviewed sidecars without modifying the original media file, and preserve the last valid value on failure.",Metadata,I4,Metadata,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.1 Local-first operation; parent=CAN-SECTION-0199,REVIEWED_CONFIRMED
CAN-LAM-META-015,Creating and reading JSON sidecars,"When creating or reading JSON sidecars, Lamha must write schema-valid per-asset JSON and read it as the authoritative record, preserving exact bytes when validation fails.",Metadata,I3,Metadata,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.1 Local-first operation; parent=CAN-SECTION-0199,REVIEWED_CONFIRMED
CAN-LAM-META-016,Creating and reading XMP sidecars,"When creating or reading XMP sidecars, Lamha must write schema-valid XMP for the reviewed fields and keep JSON and XMP projections aligned.",Metadata,I3,Metadata,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.1 Local-first operation; parent=CAN-SECTION-0199,REVIEWED_CONFIRMED
CAN-LAM-META-018,Folder-map JSON,"When folder-map JSON is written, Lamha must persist a schema-valid projection of folder and event-folder structure that rebuilds from authority records.",Sidecars and metadata authority,I3,Sidecars and metadata authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.4 Transparent and recoverable metadata; parent=CAN-SECTION-0041,REVIEWED_CONFIRMED
CAN-LAM-META-019,Metadata snapshots,"When metadata snapshots are created, Lamha must persist a versioned snapshot before a mutation and restore the exact prior values on rollback.",Metadata,I11,Metadata,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=2.6 Non-destructive defaults; parent=CAN-SECTION-0120,REVIEWED_CONFIRMED
CAN-LAM-META-021,Metadata reading,Metadata reading in Manage Later must extract the reviewed fields from the source and preserve the file bytes unchanged.,Events and organization,I6,Events and organization,I6,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=4. Manage Later; parent=CAN-SECTION-0047,REVIEWED_CONFIRMED
CAN-LAM-META-023,Sidecar Schema Versioning & Anti-Guessing Guardrail,Sidecar schemas must be versioned and Lamha must never guess fields when a version is unsupported; unsupported records remain read-only with a typed state.,Planning and verification governance,I3,Planning and verification governance,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=5. Asset Bundle Standard; parent=CAN-SECTION-0200,REVIEWED_CONFIRMED
CAN-LAM-META-025,Metadata inspector,The metadata inspector must display the reviewed metadata fields and sources from local records without modifying them.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=7. Asset Viewer; parent=CAN-SECTION-0050,REVIEWED_CONFIRMED
CAN-LAM-META-026,Metadata extraction,Metadata extraction must read the reviewed fields from the media source and preserve the file bytes unchanged.,Sidecars and metadata authority,I4,Sidecars and metadata authority,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=8. Local Library Scanning; parent=CAN-SECTION-0053,REVIEWED_CONFIRMED
CAN-LAM-META-029,Camera technical data; Embedded metadata; XMP,Camera technical data is authoritative in embedded metadata and projected to XMP; extraction failures must be reported without discarding the embedded source.,Local data authority,I3,Local data authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0017,REVIEWED_CONFIRMED
CAN-LAM-META-032,Search; SQLite; Rebuildable,Search projections in SQLite are rebuildable from authoritative records; search must never become the only copy of user knowledge.,Local data authority,I3,Local data authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=19. Metadata Storage; parent=CAN-SECTION-0017,REVIEWED_CONFIRMED
CAN-LAM-META-033,Missing metadata,"When a query includes missing metadata, Lamha must return assets whose reviewed metadata field is absent or unreadable and report the missing-field state.",Metadata,I4,Metadata,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=21. Search; parent=CAN-SECTION-0074,REVIEWED_CONFIRMED
CAN-LAM-META-035,Album metadata,Album metadata must persist the reviewed album fields in the authoritative record and display them in album views.,Metadata,I5,Metadata,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Albums; parent=CAN-SECTION-0201,REVIEWED_CONFIRMED
CAN-LAM-META-036,EXIF GPS reading,"When EXIF GPS is read, Lamha must extract the raw coordinates and preserve the embedded source; uncertain or conflicting values are marked for review.",Metadata,I4,Metadata,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=24. Map and Location; parent=CAN-SECTION-0202,REVIEWED_CONFIRMED
CAN-LAM-META-037,JSON normalized location,"When a normalized location is stored in JSON, Lamha must keep the raw source value and normalization provenance and show the normalized value on the map.",Map and location,I5,Map and location,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=24. Map and Location; parent=CAN-SECTION-0087,REVIEWED_CONFIRMED
CAN-LAM-META-039,Metadata comparison,"When duplicate analysis compares metadata, Lamha must record the reviewed metadata comparison evidence with each candidate.",Metadata,I10,Metadata,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=25. Duplicate Management; parent=CAN-SECTION-0203,REVIEWED_CONFIRMED
CAN-LAM-META-040,JSON versus XMP,"When JSON and XMP disagree, consistency detection must report the conflict with both values and sources and change nothing until a review decision.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REVIEWED_CONFIRMED
CAN-LAM-META-041,JSON versus embedded metadata,"When JSON and embedded metadata disagree, consistency detection must report the conflict with both values and sources and change nothing until a review decision.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REVIEWED_CONFIRMED
CAN-LAM-META-042,Missing JSON,"When a required JSON sidecar is missing, Lamha must mark the asset degraded and create a review item without fabricating values.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0204,REVIEWED_CONFIRMED
CAN-LAM-META-043,Missing XMP,"When a required XMP sidecar is missing, Lamha must mark the asset degraded and create a review item without fabricating values.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REVIEWED_CONFIRMED
CAN-LAM-META-044,All removable embedded metadata,"When embedded-metadata removal targets all removable fields, Lamha must produce an export copy stripped of every removable field while preserving the original file.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.2 Remove embedded metadata; parent=CAN-SECTION-0097,REVIEWED_CONFIRMED
CAN-LAM-META-045,XMP,"When Lamha reads or writes an XMP mirror, it must preserve the authoritative value and provenance, validate the mirror revision, and surface missing, malformed, stale, or conflicting XMP as a typed degraded or review state without discarding the last valid authority.",Sidecar read protocol,I3,Sidecar read protocol,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[LABEL_ONLY]; section=originals; parent=CAN-SECTION-0205,REVIEWED_CONFIRMED
CAN-LAM-META-046,SQLite,SQLite must remain a rebuildable index and must never be the only copy of user knowledge.,Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=originals; parent=CAN-SECTION-0206,REVIEWED_CONFIRMED
CAN-LAM-META-048,Metadata panel,The metadata panel must display the reviewed metadata fields from local records and remain readable and keyboard-accessible.,Metadata,I14,Metadata,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=35. Desktop User Experience; parent=CAN-SECTION-0207,REVIEWED_CONFIRMED
CAN-LAM-META-049,Useful metadata UI,The target local architecture must retain the useful metadata UI that reads and displays reviewed fields from local records.,Metadata,I4,Metadata,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=36. Target Local Architecture We Are Keeping; parent=CAN-SECTION-0208,REVIEWED_CONFIRMED
CAN-LAM-META-050,SQLite rebuild,SQLite rebuild must complete within the reviewed performance budget and restore every saved user decision and revision from authority records.,"Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=38. Performance and Scale; parent=CAN-SECTION-0209,REVIEWED_CONFIRMED
CAN-LAM-META-051,Metadata-library licences,Metadata-library licences must be inventoried with attribution and redistribution review and the release gate must fail while any licence is unresolved.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=39. Required Legal and Attribution Material We Are Keeping; parent=CAN-SECTION-0110,REVIEWED_CONFIRMED
CAN-LAM-META-068,XMP adapter,The XMP adapter must read and write the reviewed XMP fields and keep them aligned with the authoritative JSON record.,Local data authority,I3,Local data authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 4 — Local Data Foundation; parent=none,REVIEWED_CONFIRMED
CAN-LAM-META-070,Clear app metadata,Clear app metadata must remove the reviewed app-owned metadata from assets while preserving media bytes and authority records.,Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REVIEWED_CONFIRMED
CAN-LAM-META-071,Embedded metadata removal,Embedded metadata removal must strip the selected embedded fields from exported copies while preserving the original file.,Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REVIEWED_CONFIRMED
CAN-LAM-META-074,SQLite rebuild works.,"When the SQLite rebuild safety proof runs, Lamha must delete and rebuild SQLite from authoritative records and restore every saved user decision and revision.","Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=24.4 Safety proofs; parent=CAN-SECTION-0210,REVIEWED_CONFIRMED
CAN-LAM-META-075,Metadata snapshots are recoverable.,"When the snapshot safety proof runs, Lamha must restore the exact prior metadata values from versioned snapshots after a failed mutation.",Metadata,I11,Metadata,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=24.4 Safety proofs; parent=CAN-SECTION-0138,REVIEWED_CONFIRMED
CAN-LAM-META-076,Metadata corruption,"When metadata corruption is detected, Lamha must preserve the corrupted bytes, mark the record degraded, and offer verified restore or manual repair without guessing fields.",Sidecars and metadata authority,I3,Sidecars and metadata authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=26. Risk Management; parent=CAN-SECTION-0112,REVIEWED_CONFIRMED
CAN-LAM-META-077,JSON/XMP conflict,"When JSON and XMP conflict, Lamha must preserve both values with their sources and require an explicit review decision before one becomes authoritative.",Sidecars and metadata authority,I3,Sidecars and metadata authority,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=26. Risk Management; parent=CAN-SECTION-0112,REVIEWED_CONFIRMED
CAN-LAM-PERF-001,Detectable GPU memory,"When hardware assessment runs, Lamha must detect and report the available GPU memory from local OS data and record it with the assessment result; GPU memory is a resource metric, not the Memories product feature.",Local AI worker,I10,Local AI worker,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=22.1 Hardware assessment; parent=CAN-SECTION-0211,REVIEWED_CONFIRMED
CAN-LAM-PERF-002,Random continuous memory reel,"The random continuous memory reel must derive assets from local canonical records, show a reproducible result, and omit unavailable assets without changing their records.",Memories,I5,Memories,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0085,REVIEWED_CONFIRMED
CAN-LAM-PERF-003,Useful memory UI,The Memories feature must provide a useful UI that derives each memory from local canonical asset references and omits unavailable assets without changing their records.,Memories,I5,Memories,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=36. Target Local Architecture We Are Keeping; parent=CAN-SECTION-0212,REVIEWED_CONFIRMED
CAN-LAM-PERF-004,Memory use,"Memory use must be measured and recorded for each declared workload against the reviewed budget; exceeding the budget must block release. Memory here means RAM consumption, not the Memories product feature.",Performance and scale,I14,Performance and scale,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=38. Performance and Scale; parent=CAN-SECTION-0213,REVIEWED_CONFIRMED
