canonical_id,work_package_id,membership_rationale,capability_compatibility,requirement_phase,package_phase,review_status,evidence
CAN-LAM-LEGAL-001,WP-I1-005,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'The release bundle must include the reviewed Immich attribution and the release gate must '; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-LEGAL-002,WP-I1-005,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'The release bundle must include the required copyright notices and the release gate must f'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-LEGAL-010,WP-I1-001,WP-I1-001 is the architectural owner because its objective — Implement and verify the bounded brand and identity inventory surface. — is the surface that must execute the obligation 'Rebranding must preserve legal notices and the release gate must fail if any required noti'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.,Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-LEGAL-013,WP-I1-005,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'The release bundle must include the required copyright notices for all bundled and referen'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-LEGAL-014,WP-I1-002,WP-I1-002 is the architectural owner because its objective — Implement and verify the bounded visible ui rebrand surface. — is the surface that must execute the obligation 'Rebranding and packaging must never remove legally required material; any removal of a lic'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.,Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-002,WP-I3-008,WP-I3-008 is the architectural owner because its objective — Implement and verify the bounded sqlite migration framework surface. — is the surface that must execute the obligation 'Each retained feature that persists user knowledge must write its reviewed authoritative r'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.,Metadata,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-006,WP-I3-001,WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Pending Overlay: A versioned transparent JSON edit record held in Lamha’s OS application-d'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-009,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When a saved mind-map draft is written, Lamha must persist the map JSON through the transa'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Filesystem transactions and recovery,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-011,WP-I13-001,"WP-I13-001 is the architectural owner because its objective — Persist schema-valid backup manifests inventorying record revisions, exclude backup/app-data from views, preserve malformed sidecars, and enforce controlled-cop — is the surface that must execute the obligation 'Operation history; Append-only operation JSON/journal; Backup manifest references; SQLite '; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.","Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-012,WP-I3-008,WP-I3-008 is the architectural owner because its objective — Implement and verify the bounded sqlite migration framework surface. — is the surface that must execute the obligation 'Pending overlay; Versioned overlay JSON while destination is unavailable; Target authorita'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-013,WP-I4-008,"WP-I4-008 is the architectural owner because its objective — Implement and verify the bounded metadata extraction surface. — is the surface that must execute the obligation 'When metadata is read from a media file, Lamha must extract the supported fields, preserve'; prerequisite packages WP-I3-005, WP-I4-003 supply the underlying schema/identity/journal it needs.",Metadata,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-014,WP-I4-008,"WP-I4-008 is the architectural owner because its objective — Implement and verify the bounded metadata extraction surface. — is the surface that must execute the obligation 'When supported metadata is edited, Lamha must update the authoritative record and reviewed'; prerequisite packages WP-I3-005, WP-I4-003 supply the underlying schema/identity/journal it needs.",Metadata,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-015,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When creating or reading JSON sidecars, Lamha must write schema-valid per-asset JSON and r'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Metadata,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-016,WP-I3-015,"WP-I3-015 is the architectural owner because its objective — Implement and verify the bounded revision and concurrency preconditions surface. — is the surface that must execute the obligation 'When creating or reading XMP sidecars, Lamha must write schema-valid XMP for the reviewed '; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Metadata,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-018,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When folder-map JSON is written, Lamha must persist a schema-valid projection of folder an'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-019,WP-I11-010,"WP-I11-010 is the architectural owner because its objective — Implement and verify the bounded metadata snapshots and restore surface. — is the surface that must execute the obligation 'When metadata snapshots are created, Lamha must persist a versioned snapshot before a muta'; prerequisite packages WP-I3-006 supply the underlying schema/identity/journal it needs.",Metadata,I11,I11,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-021,WP-I6-001,WP-I6-001 is the architectural owner because its objective — Implement and verify the bounded manage later non-mutating scan surface. — is the surface that must execute the obligation 'Metadata reading in Manage Later must extract the reviewed fields from the source and pres'; prerequisite packages WP-I4-001 supply the underlying schema/identity/journal it needs.,Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-023,WP-I3-001,WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Sidecar schemas must be versioned and Lamha must never guess fields when a version is unsu'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.,Planning and verification governance,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-024,WP-I3-002,WP-I3-002 is the architectural owner because its objective — Implement and verify the bounded stable asset identity surface. — is the surface that must execute the obligation 'Every authoritative JSON record MUST carry a schema-version field and have formal validati'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.,Asset identity and records,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-025,WP-I5-016,"WP-I5-016 is the architectural owner because its objective — Load and display asset, person, event, sidecar, and duplicate detail views from local records without mutating the loaded records. — is the surface that must execute the obligation 'The metadata inspector must display the reviewed metadata fields and sources from local re'; prerequisite packages WP-I3-002, WP-I3-005 supply the underlying schema/identity/journal it needs.",Asset viewer,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-026,WP-I4-008,"WP-I4-008 is the architectural owner because its objective — Implement and verify the bounded metadata extraction surface. — is the surface that must execute the obligation 'Metadata extraction must read the reviewed fields from the media source and preserve the f'; prerequisite packages WP-I3-005, WP-I4-003 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-029,WP-I3-001,WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Camera technical data is authoritative in embedded metadata and projected to XMP; extracti'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-032,WP-I3-009,WP-I3-009 is the architectural owner because its objective — Implement and verify the bounded derived-index rebuild contract surface. — is the surface that must execute the obligation 'Search projections in SQLite are rebuildable from authoritative records; search must never'; prerequisite packages WP-I3-008 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-033,WP-I4-008,"WP-I4-008 is the architectural owner because its objective — Implement and verify the bounded metadata extraction surface. — is the surface that must execute the obligation 'When a query includes missing metadata, Lamha must return assets whose reviewed metadata f'; prerequisite packages WP-I3-005, WP-I4-003 supply the underlying schema/identity/journal it needs.",Metadata,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-034,WP-I10-001,"WP-I10-001 is the architectural owner because its objective — Implement and verify the bounded ai worker lifecycle surface. — is the surface that must execute the obligation 'Task execution state, suggestion review state (Suggested, Approved, Rejected, Suppressed, '; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Metadata,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-035,WP-I5-006,WP-I5-006 is the architectural owner because its objective — Implement and verify the bounded albums and favorites surface. — is the surface that must execute the obligation 'Album metadata must persist the reviewed album fields in the authoritative record and disp'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.,Metadata,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-036,WP-I4-008,"WP-I4-008 is the architectural owner because its objective — Implement and verify the bounded metadata extraction surface. — is the surface that must execute the obligation 'When EXIF GPS is read, Lamha must extract the raw coordinates and preserve the embedded so'; prerequisite packages WP-I3-005, WP-I4-003 supply the underlying schema/identity/journal it needs.",Metadata,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-037,WP-I5-008,"WP-I5-008 is the architectural owner because its objective — Render maps, venues, offline coordinates, asset timelines by location, location filters, and review links from canonical location records; keep optional map til — is the surface that must execute the obligation 'When a normalized location is stored in JSON, Lamha must keep the raw source value and nor'; prerequisite packages WP-I4-008 supply the underlying schema/identity/journal it needs.",Map and location,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-039,WP-I10-011,"WP-I10-011 is the architectural owner because its objective — Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, si — is the surface that must execute the obligation 'When duplicate analysis compares metadata, Lamha must record the reviewed metadata compari'; prerequisite packages WP-I3-002 supply the underlying schema/identity/journal it needs.",Metadata,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-040,WP-I4-008,"WP-I4-008 is the architectural owner because its objective — Implement and verify the bounded metadata extraction surface. — is the surface that must execute the obligation 'When JSON and XMP disagree, consistency detection must report the conflict with both value'; prerequisite packages WP-I3-005, WP-I4-003 supply the underlying schema/identity/journal it needs.",Media ingestion and derivation,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-041,WP-I4-008,"WP-I4-008 is the architectural owner because its objective — Implement and verify the bounded metadata extraction surface. — is the surface that must execute the obligation 'When JSON and embedded metadata disagree, consistency detection must report the conflict w'; prerequisite packages WP-I3-005, WP-I4-003 supply the underlying schema/identity/journal it needs.",Media ingestion and derivation,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-042,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When a required JSON sidecar is missing, Lamha must mark the asset degraded and create a r'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Filesystem transactions and recovery,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-043,WP-I4-008,"WP-I4-008 is the architectural owner because its objective — Implement and verify the bounded metadata extraction surface. — is the surface that must execute the obligation 'When a required XMP sidecar is missing, Lamha must mark the asset degraded and create a re'; prerequisite packages WP-I3-005, WP-I4-003 supply the underlying schema/identity/journal it needs.",Media ingestion and derivation,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-044,WP-I11-003,"WP-I11-003 is the architectural owner because its objective — Implement and verify the bounded metadata privacy removal surface. — is the surface that must execute the obligation 'When embedded-metadata removal targets all removable fields, Lamha must produce an export '; prerequisite packages WP-I11-001 supply the underlying schema/identity/journal it needs.",Editing,I11,I11,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-045,WP-I3-005,"WP-I3-005 is the architectural owner because its objective — Implement and verify the bounded sidecar read protocol surface. — is the surface that must execute the obligation 'When Lamha reads or writes an XMP mirror, it must preserve the authoritative value and pro'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Sidecar read protocol,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-046,WP-I3-008,WP-I3-008 is the architectural owner because its objective — Implement and verify the bounded sqlite migration framework surface. — is the surface that must execute the obligation 'SQLite must remain a rebuildable index and must never be the only copy of user knowledge.'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.,Filesystem transactions and recovery,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-048,WP-I14-013,"WP-I14-013 is the architectural owner because its objective — Provide keyboard, focus, semantic, screen-reader, and non-visual alternatives for every reviewed surface including maps, graphs, and desktop panels. — is the surface that must execute the obligation 'The metadata panel must display the reviewed metadata fields from local records and remain'; prerequisite packages WP-I14-001, WP-I2-001, WP-I9-001 supply the underlying schema/identity/journal it needs.",Metadata,I14,I14,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-049,WP-I4-008,"WP-I4-008 is the architectural owner because its objective — Implement and verify the bounded metadata extraction surface. — is the surface that must execute the obligation 'The target local architecture must retain the useful metadata UI that reads and displays r'; prerequisite packages WP-I3-005, WP-I4-003 supply the underlying schema/identity/journal it needs.",Metadata,I4,I4,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-050,WP-I13-009,WP-I13-009 is the architectural owner because its objective — Implement and verify the bounded sqlite index rebuild surface. — is the surface that must execute the obligation 'SQLite rebuild must complete within the reviewed performance budget and restore every save'; prerequisite packages WP-I3-009 supply the underlying schema/identity/journal it needs.,"Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-051,WP-I1-005,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'Metadata-library licences must be inventoried with attribution and redistribution review a'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal and rebranding,I1,I1,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-068,WP-I3-009,WP-I3-009 is the architectural owner because its objective — Implement and verify the bounded derived-index rebuild contract surface. — is the surface that must execute the obligation 'The XMP adapter must read and write the reviewed XMP fields and keep them aligned with the'; prerequisite packages WP-I3-008 supply the underlying schema/identity/journal it needs.,Local data authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-070,WP-I11-003,WP-I11-003 is the architectural owner because its objective — Implement and verify the bounded metadata privacy removal surface. — is the surface that must execute the obligation 'Clear app metadata must remove the reviewed app-owned metadata from assets while preservin'; prerequisite packages WP-I11-001 supply the underlying schema/identity/journal it needs.,Editing,I11,I11,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-071,WP-I11-001,"WP-I11-001 is the architectural owner because its objective — Implement and verify the bounded authority-aware metadata editor surface. — is the surface that must execute the obligation 'Embedded metadata removal must strip the selected embedded fields from exported copies whi'; prerequisite packages WP-I3-006, WP-I3-011 supply the underlying schema/identity/journal it needs.",Editing,I11,I11,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-074,WP-I13-009,"WP-I13-009 is the architectural owner because its objective — Implement and verify the bounded sqlite index rebuild surface. — is the surface that must execute the obligation 'When the SQLite rebuild safety proof runs, Lamha must delete and rebuild SQLite from autho'; prerequisite packages WP-I3-009 supply the underlying schema/identity/journal it needs.","Backup, trash, restore and rebuild",I13,I13,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-075,WP-I11-010,"WP-I11-010 is the architectural owner because its objective — Implement and verify the bounded metadata snapshots and restore surface. — is the surface that must execute the obligation 'When the snapshot safety proof runs, Lamha must restore the exact prior metadata values fr'; prerequisite packages WP-I3-006 supply the underlying schema/identity/journal it needs.",Metadata,I11,I11,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-076,WP-I3-001,"WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When metadata corruption is detected, Lamha must preserve the corrupted bytes, mark the re'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-META-077,WP-I3-015,"WP-I3-015 is the architectural owner because its objective — Implement and verify the bounded revision and concurrency preconditions surface. — is the surface that must execute the obligation 'When JSON and XMP conflict, Lamha must preserve both values with their sources and require'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Sidecars and metadata authority,I3,I3,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERF-001,WP-I10-005,"WP-I10-005 is the architectural owner because its objective — Detect and record CPU, core count, RAM, GPU/GPU memory, OS, disk, acceleration, library counts, and benchmark results from local OS data for AI hardware assessm — is the surface that must execute the obligation 'When hardware assessment runs, Lamha must detect and report the available GPU memory from '; prerequisite packages WP-I10-003 supply the underlying schema/identity/journal it needs.",Local AI worker,I10,I10,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERF-002,WP-I5-007,"WP-I5-007 is the architectural owner because its objective — Implement and verify the bounded memories experience surface. — is the surface that must execute the obligation 'The random continuous memory reel must derive assets from local canonical records, show a '; prerequisite packages WP-I4-010 supply the underlying schema/identity/journal it needs.",Memories,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERF-003,WP-I5-007,WP-I5-007 is the architectural owner because its objective — Implement and verify the bounded memories experience surface. — is the surface that must execute the obligation 'The Memories feature must provide a useful UI that derives each memory from local canonica'; prerequisite packages WP-I4-010 supply the underlying schema/identity/journal it needs.,Memories,I5,I5,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERF-004,WP-I14-010,WP-I14-010 is the architectural owner because its objective — Implement and verify the bounded resource and power controls surface. — is the surface that must execute the obligation 'Memory use must be measured and recorded for each declared workload against the reviewed b'; prerequisite packages WP-I10-005 supply the underlying schema/identity/journal it needs.,Performance and scale,I14,I14,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERF-005,WP-I14-005,"WP-I14-005 is the architectural owner because its objective — Define and measure performance budgets (scan, index, search, thumbnail, and UI responsiveness at declared asset counts) and RAM memory budgets, blocking release — is the surface that must execute the obligation 'Memory usage must be measured and recorded against the reviewed budget for every declared '; prerequisite packages WP-I2-002 supply the underlying schema/identity/journal it needs.",Performance and scale,I14,I14,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERF-006,WP-I14-013,"WP-I14-013 is the architectural owner because its objective — Provide keyboard, focus, semantic, screen-reader, and non-visual alternatives for every reviewed surface including maps, graphs, and desktop panels. — is the surface that must execute the obligation 'Accessibility must provide keyboard, focus, semantic, screen-reader, and non-visual altern'; prerequisite packages WP-I14-001, WP-I2-001, WP-I9-001 supply the underlying schema/identity/journal it needs.",Desktop shell,I14,I14,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERF-008,WP-I14-001,WP-I14-001 is the architectural owner because its objective — Define executable performance fixtures for 10k/50k/100k assets and require hardware-profile recording on every performance result. — is the surface that must execute the obligation 'Every performance result must record the hardware profile it was measured on so results ar'; prerequisite packages WP-I0-007 supply the underlying schema/identity/journal it needs.,Performance and scale,I14,I14,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-002,WP-I8-005,WP-I8-005 is the architectural owner because its objective — Implement and verify the bounded multi-edge relationship history surface. — is the surface that must execute the obligation 'Relationship edges; Relationship JSON; Person UUID references; SQLite relationship index; '; prerequisite packages WP-I8-004 supply the underlying schema/identity/journal it needs.,Relationships and attribution,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-004,WP-I8-006,"WP-I8-006 is the architectural owner because its objective — Implement and verify the bounded relationship projections and views surface. — is the surface that must execute the obligation 'To eliminate discretionary branching, implementation of core Lamha workflows MUST keep tas'; prerequisite packages WP-I8-005 supply the underlying schema/identity/journal it needs.",Metadata,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-007,WP-I7-001,"WP-I7-001 is the architectural owner because its objective — Run face detection locally, produce reviewable face regions with model/source provenance, support targeted reprocessing, correction scoping, and misclassificati — is the surface that must execute the obligation 'When face detection runs locally, Lamha must produce face regions as reviewable candidates'; prerequisite packages WP-I10-001, WP-I10-003 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-008,WP-I7-003,"WP-I7-003 is the architectural owner because its objective — Implement and verify the bounded face clustering and curation surface. — is the surface that must execute the obligation 'When face recognition runs locally, Lamha must produce person-match candidates with confid'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-009,WP-I7-003,"WP-I7-003 is the architectural owner because its objective — Implement and verify the bounded face clustering and curation surface. — is the surface that must execute the obligation 'When face clustering runs, Lamha must group face regions into reviewable clusters without '; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-010,WP-I7-007,"WP-I7-007 is the architectural owner because its objective — Implement and verify the bounded group identity model surface. — is the surface that must execute the obligation 'When groups are managed, Lamha must persist the reviewed group record with aliases, member'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-011,WP-I8-004,"WP-I8-004 is the architectural owner because its objective — Implement and verify the bounded relationship records surface. — is the surface that must execute the obligation 'When relationships are managed, Lamha must persist revisioned effective-dated edges with c'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.",People and faces,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-012,WP-I7-004,"WP-I7-004 is the architectural owner because its objective — Persist stable person identities, names, aliases, faces, links, searchable historical/alternate names, and person-match candidates without auto-adding visible p — is the surface that must execute the obligation 'When a person page is opened, Lamha must load the reviewed person profile, faces, and link'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-013,WP-I7-007,"WP-I7-007 is the architectural owner because its objective — Implement and verify the bounded group identity model surface. — is the surface that must execute the obligation 'When a group page is opened, Lamha must load the reviewed group record and members for dis'; prerequisite packages WP-I7-004 supply the underlying schema/identity/journal it needs.",People and faces,I7,I7,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-014,WP-I8-006,"WP-I8-006 is the architectural owner because its objective — Implement and verify the bounded relationship projections and views surface. — is the surface that must execute the obligation 'When a relationship-composition view renders, Lamha must derive the composition from revie'; prerequisite packages WP-I8-005 supply the underlying schema/identity/journal it needs.",People and faces,I8,I8,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-017,WP-I6-009,"WP-I6-009 is the architectural owner because its objective — Implement and verify the bounded event filesystem materialization plan surface. — is the surface that must execute the obligation 'When event organization includes family members, Lamha must group them under the event's r'; prerequisite packages WP-I3-011, WP-I6-002 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-018,WP-I6-005,"WP-I6-005 is the architectural owner because its objective — Implement and verify the bounded event merge plan surface. — is the surface that must execute the obligation 'When event organization includes friends, Lamha must group them under the event's reviewed'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-019,WP-I6-002,"WP-I6-002 is the architectural owner because its objective — Persist reviewed event types, parent/child membership, attendees, groups, tags, descriptions, covers, locations, schema validation, JSON/XMP alignment, and AI-d — is the surface that must execute the obligation 'When event organization includes family friends, Lamha must group them under the event's r'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-020,WP-I6-010,"WP-I6-010 is the architectural owner because its objective — Implement and verify the bounded event and manage later ui surface. — is the surface that must execute the obligation 'When event organization includes unknown people, Lamha must keep them in an unknown-people'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
CAN-LAM-PERSON-021,WP-I6-004,"WP-I6-004 is the architectural owner because its objective — Implement and verify the bounded event inference proposals surface. — is the surface that must execute the obligation 'When event organization includes mixed groups, Lamha must keep the reviewed group boundari'; prerequisite packages WP-I4-010, WP-I6-002 supply the underlying schema/identity/journal it needs.",Events and organization,I6,I6,REVIEWED,Pass 2 explicit membership review; rationale quoted from the corrected requirement statement.
