record_id,original_source_text,previous_statement,final_statement,final_classification,parent_requirement,acceptance_criteria,capability,primary_phase,verification_method,review_rationale,evidence,disposition,reviewer_type,review_revision,review_status
CAN-LAM-ARCH-232,Album covers,"When the user changes Album covers in Albums, Lamha must persist the affected asset membership or favorite state with a new revision, reflect it in the UI, and preserve the prior membership if the write fails.",Album covers must store the reviewed cover reference and display it in album views.,ACCEPTANCE_CRITERION,CAN-SECTION-0082,"Given an album, when a cover is chosen, then the reference is stored and displayed.",Albums and favorites,I5,Album-cover fixture.,Album label; rewrite adds storage and display.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Albums; parent=CAN-SECTION-0082,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-233,Album sorting,"When the user changes Album sorting in Albums, Lamha must persist the affected asset membership or favorite state with a new revision, reflect it in the UI, and preserve the prior membership if the write fails.",Album sorting must persist the reviewed sort rule and apply it to album views.,ACCEPTANCE_CRITERION,CAN-SECTION-0082,"Given an album, when sorting is changed, then the rule persists and views apply it.",Albums and favorites,I5,Album-sort fixture.,Album label; rewrite adds persistence and application.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Albums; parent=CAN-SECTION-0082,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-234,No physical duplication,"When the user changes No physical duplication in Albums, Lamha must persist the affected asset membership or favorite state with a new revision, reflect it in the UI, and preserve the prior membership if the write fails.",Albums must never cause physical duplication of media files; membership references the same asset identity.,ACCEPTANCE_CRITERION,CAN-SECTION-0082,"Given an asset in several albums, when albums render, then the same asset identity is referenced and no file is duplicated.",Albums and favorites,I5,No-duplication fixture.,Album label; rewrite adds the no-duplication invariant.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Albums; parent=CAN-SECTION-0082,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ASSET-120,One asset in several albums,"When the user invokes One asset in several albums in Albums, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",One asset in several albums must reference the same asset identity in every album without duplication.,ACCEPTANCE_CRITERION,CAN-SECTION-0131,"Given an asset in several albums, when the asset is viewed, then every album references the same identity.",Asset viewer,I5,Multi-album fixture.,Album label; rewrite adds identity sharing.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Albums; parent=CAN-SECTION-0131,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-META-035,Album metadata,"When the Albums workflow reads or changes Album metadata, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Album metadata must persist the reviewed album fields in the authoritative record and display them in album views.,ACCEPTANCE_CRITERION,CAN-SECTION-0201,"Given an album, when metadata is saved, then the fields persist and display.",Metadata,I5,Album-metadata fixture.,Album label; rewrite adds persistence and display.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Albums; parent=CAN-SECTION-0201,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-SEARCH-007,Album filtering,"When the user changes Album filtering in Albums, Lamha must persist the affected asset membership or favorite state with a new revision, reflect it in the UI, and preserve the prior membership if the write fails.",Album filtering must return assets whose reviewed album membership matches the filter.,ACCEPTANCE_CRITERION,CAN-SECTION-0082,"Given album membership, when a filter is applied, then matching assets return.",Albums and favorites,I5,Album-filter fixture.,Album label; rewrite adds the filter result.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Albums; parent=CAN-SECTION-0082,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-001,Application name: Lamha,"When producing Authoritative Master Plan File 1 of 3 evidence, the repository and packaged application must identify Application name: Lamha consistently, retain required attribution, and fail the release gate if any reviewed surface disagrees.",The application must use the reviewed name Lamha consistently on every user-visible surface and the release gate must fail if any surface disagrees.,ACCEPTANCE_CRITERION,CAN-SECTION-0030,"Given the release build, when name validation runs, then every surface shows Lamha or release fails.",Legal and rebranding,I1,Name-consistency gate.,Rebranding label; rewrite adds consistency and release gating.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Authoritative Master Plan File 1 of 3; parent=CAN-SECTION-0030,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-235,Favorite/unfavorite,"When the user uses Favorite/unfavorite in Favorites, the interface must expose the resulting selection, position, or view state from local data, remain keyboard-operable, and retain the prior stable view if loading fails.",Favorite and unfavorite actions must persist the reviewed state and reflect it in the gallery.,ACCEPTANCE_CRITERION,CAN-SECTION-0083,"Given an asset, when favorite or unfavorite is used, then the state persists and the gallery reflects it.",Gallery and timeline,I5,Favorite-toggle fixture.,Favorites label; rewrite adds persistence and reflection.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Favorites; parent=CAN-SECTION-0083,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-236,Dedicated Favorites view,"When the user uses Dedicated Favorites view in Favorites, the interface must expose the resulting selection, position, or view state from local data, remain keyboard-operable, and retain the prior stable view if loading fails.",The dedicated Favorites view must show exactly the favorited assets from local data and remain keyboard-operable.,ACCEPTANCE_CRITERION,CAN-SECTION-0083,"Given favorited assets, when the Favorites view opens, then only favorited assets are shown from local data.",Gallery and timeline,I5,Favorites-view fixture.,Favorites label; rewrite adds view scope.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Favorites; parent=CAN-SECTION-0083,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-237,Local sidecar storage,"When the Favorites workflow reads or changes Local sidecar storage, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Favorite state must be stored locally in the reviewed sidecar and must not depend on a server.,ACCEPTANCE_CRITERION,CAN-SECTION-0084,"Given a favorite change, when it is saved, then the state is stored in the local sidecar.",Metadata,I5,Local-storage fixture.,Favorites label; rewrite adds local storage.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Favorites; parent=CAN-SECTION-0084,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-SEARCH-008,Search and smart-view support,"When the user uses Search and smart-view support in Favorites, the interface must expose the resulting selection, position, or view state from local data, remain keyboard-operable, and retain the prior stable view if loading fails.","When a search or smart view runs, Lamha must include favorite state as a filter from local records and return assets whose reviewed favorite state matches the filter.",FUNCTIONAL_REQUIREMENT,,"Given favorited assets, when a search or smart view runs, then favorite state filters results from local records and only matching assets return.",Gallery and timeline,I5,Favorites search fixture with filter checks.,"Favorites label; rewrite adds search, smart-view support, and filter results.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Favorites; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-238,On this day,"When On this day is shown in Memories, Lamha must derive the memory from local canonical asset references, show a reproducible result, and omit unavailable assets without changing their records.",On this day memories must derive assets from local canonical records by date and omit unavailable assets.,ACCEPTANCE_CRITERION,CAN-SECTION-0085,"Given local canonical assets, when On this day renders, then matching assets derive from records and unavailable assets are omitted.",Memories,I5,On-this-day fixture.,Memories label; rewrite adds derivation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0085,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-239,Same month in previous years,"When Same month in previous years is shown in Memories, Lamha must derive the memory from local canonical asset references, show a reproducible result, and omit unavailable assets without changing their records.",Same-month-in-previous-years memories must derive assets from local canonical records by month and omit unavailable assets.,ACCEPTANCE_CRITERION,CAN-SECTION-0085,"Given local canonical assets, when the same-month view renders, then matching assets derive from records and unavailable assets are omitted.",Memories,I5,Same-month fixture.,Memories label; rewrite adds derivation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0085,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-240,Location memories,"When Location memories is shown in Memories, Lamha must derive the memory from local canonical asset references, show a reproducible result, and omit unavailable assets without changing their records.",Location memories must derive assets from reviewed location records and omit unavailable assets.,ACCEPTANCE_CRITERION,CAN-SECTION-0085,"Given location records, when location memories render, then matching assets derive from records and unavailable assets are omitted.",Memories,I5,Location-memory fixture.,Memories label; rewrite adds derivation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0085,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-241,Album memories,"When the user changes Album memories in Memories, Lamha must persist the affected asset membership or favorite state with a new revision, reflect it in the UI, and preserve the prior membership if the write fails.",Album memories must derive assets from reviewed album membership and omit unavailable assets.,ACCEPTANCE_CRITERION,CAN-SECTION-0086,"Given album membership, when album memories render, then matching assets derive from membership and unavailable assets are omitted.",Albums and favorites,I5,Album-memory fixture.,Memories label; rewrite adds derivation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0086,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-242,Screenshot exclusions,"When Screenshot exclusions is shown in Memories, Lamha must derive the memory from local canonical asset references, show a reproducible result, and omit unavailable assets without changing their records.",Screenshot exclusions must exclude reviewed screenshot-class assets from memories.,ACCEPTANCE_CRITERION,CAN-SECTION-0085,"Given screenshot assets, when memories render, then excluded screenshots never appear.",Memories,I5,Screenshot-exclusion fixture.,Memories label; rewrite adds exclusion.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0085,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-243,Entirely local generation,"When Entirely local generation is shown in Memories, Lamha must derive the memory from local canonical asset references, show a reproducible result, and omit unavailable assets without changing their records.","When memories are generated, Lamha must produce every memory entirely from local canonical records and must perform no upload or outbound network request.",ACCEPTANCE_CRITERION,CAN-SECTION-0085,"Given local canonical records, when memories are generated, then each memory is produced from local records and no upload or outbound request occurs.",Memories,I5,Local-generation fixture with no-network assertion.,Memories label; rewrite adds local-only generation and the no-upload result.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0085,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EVENT-052,Event memories,"When Event memories is shown in Memories, Lamha must derive the memory from local canonical asset references, show a reproducible result, and omit unavailable assets without changing their records.",Event memories must derive assets from reviewed event membership and omit unavailable assets.,ACCEPTANCE_CRITERION,CAN-SECTION-0085,"Given event membership, when event memories render, then matching assets derive from membership and unavailable assets are omitted.",Memories,I5,Event-memory fixture.,Memories label; rewrite adds derivation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0085,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-FOLDER-034,Folder and tag exclusions,"When Folder and tag exclusions is proposed or changed in Memories, Lamha must persist a namespaced, revisioned tag candidate or assignment, expose the decision for review, and preserve prior assignments on validation failure.",Folder and tag exclusions must exclude the reviewed folders and tags from memories.,ACCEPTANCE_CRITERION,CAN-SECTION-0173,"Given excluded folders and tags, when memories render, then matching assets never appear.",Tags,I5,Exclusion fixture.,Memories label; rewrite adds exclusion.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0173,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-PERF-002,Random continuous memory reel,"When Random continuous memory reel is shown in Memories, Lamha must derive the memory from local canonical asset references, show a reproducible result, and omit unavailable assets without changing their records.","The random continuous memory reel must derive assets from local canonical records, show a reproducible result, and omit unavailable assets without changing their records.",ACCEPTANCE_CRITERION,CAN-SECTION-0085,"Given local canonical assets, when the memory reel renders, then it derives from records, is reproducible, and unavailable assets are omitted.",Memories,I5,Memory-reel fixture.,Memories-product label; rewrite keeps product meaning and adds reproducibility.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0085,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-PERSON-088,Person memories,"When the Memories workflow manages Person memories, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",Person memories must derive assets from reviewed person assignments and omit unavailable assets.,ACCEPTANCE_CRITERION,CAN-SECTION-0226,"Given person assignments, when person memories render, then matching assets derive from assignments and unavailable assets are omitted.",People and faces,I5,Person-memory fixture.,Memories label; rewrite adds derivation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0226,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-PERSON-089,Group memories,"When the Memories workflow manages Group memories, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",Group memories must derive assets from reviewed group membership and omit unavailable assets.,ACCEPTANCE_CRITERION,CAN-SECTION-0226,"Given group membership, when group memories render, then matching assets derive from membership and unavailable assets are omitted.",People and faces,I5,Group-memory fixture.,Memories label; rewrite adds derivation.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0226,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-PERSON-090,Hidden-person exclusions,"When the Memories workflow manages Hidden-person exclusions, it must persist the candidate or confirmed state with provenance and revision, expose the resulting state for review, and reject invalid transitions without changing an existing identity or historical interval.",Hidden-person exclusions must exclude assets whose only reviewed people are hidden from memories.,ACCEPTANCE_CRITERION,CAN-SECTION-0226,"Given hidden people, when memories render, then matching assets never appear.",People and faces,I5,Hidden-person exclusion fixture.,Memories label; rewrite adds exclusion.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Memories; parent=CAN-SECTION-0226,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-GOV-264,Map all meaningful code and exclusions.,"When Map all meaningful code and exclusions is used in Pass 1 — Corpus inventory, Lamha must derive the map or location result from canonical records, show its source and confidence where applicable, and preserve the records if projection or coordinate validation fails.",Pass 1 must map all meaningful code and exclusions and must not declare the map complete while exclusions remain.,ACCEPTANCE_CRITERION,CAN-SECTION-0195,"Given the codebase, when Pass 1 mapping runs, then every meaningful area and exclusion is recorded or the pass fails.",Planning and verification governance,I0,Pass-1 completeness check.,"Planning-pass label; rewrite adds completeness and failure. | Pass 1 corpus inventory is a planning-governance obligation, not product map browsing.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Pass 1 — Corpus inventory; parent=CAN-SECTION-0195,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
CAN-LAM-GOV-265,Map actual runtime and data flow.,"When Map actual runtime and data flow is used in Pass 2 — Current architecture, Lamha must derive the map or location result from canonical records, show its source and confidence where applicable, and preserve the records if projection or coordinate validation fails.",Pass 2 must map actual runtime and data flow and must not declare the map complete while flow evidence is missing.,ACCEPTANCE_CRITERION,CAN-SECTION-0196,"Given the codebase, when Pass 2 mapping runs, then runtime and data-flow evidence is recorded or the pass fails.",Planning and verification governance,I0,Pass-2 completeness check.,"Planning-pass label; rewrite adds evidence and failure. | Pass 2 current-architecture mapping is a planning-governance obligation, not product map browsing.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Pass 2 — Current architecture; parent=CAN-SECTION-0196,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
CAN-LAM-GOV-266,Map every user and technical capability.,"When Map every user and technical capability is used in Pass 3 — Existing features, Lamha must derive the map or location result from canonical records, show its source and confidence where applicable, and preserve the records if projection or coordinate validation fails.",Pass 3 must map every user and technical capability and must not declare the map complete while any capability is unmapped.,ACCEPTANCE_CRITERION,CAN-SECTION-0197,"Given the codebase, when Pass 3 mapping runs, then every user and technical capability is mapped or the pass fails.",Planning and verification governance,I0,Pass-3 completeness check.,"Planning-pass label; rewrite adds completeness and failure. | Pass 3 feature mapping is a planning-governance obligation, not product map browsing.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Pass 3 — Existing features; parent=CAN-SECTION-0197,REWRITE_AS_ACCEPTANCE_CRITERION,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass2-semantic-consistency-correction,REVIEWED_CORRECTED
CAN-LAM-GOV-296,Extract every requirement.,"When Extract every requirement is exercised in Phase 1 — Graphify Mapping & Master-Plan Traceability, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",The Graphify pass must extract every requirement from the source plans and must fail when any requirement remains unextracted.,CONSTRAINT,,,Planning and verification governance,,Pass validation must fail on unextracted requirements.,Graphify-pass label; reclassified as a completeness constraint.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 1 — Graphify Mapping & Master-Plan Traceability; parent=none,RECLASSIFY_CONSTRAINT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,RECLASSIFIED
CAN-LAM-GOV-298,Map target modules.,"When Map target modules is exercised in Phase 1 — Graphify Mapping & Master-Plan Traceability, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",The Graphify pass must map target modules for every requirement and must fail when any requirement lacks a target module.,CONSTRAINT,,,Planning and verification governance,,Pass validation must fail on unmapped target modules.,Graphify-pass label; reclassified as a completeness constraint.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 1 — Graphify Mapping & Master-Plan Traceability; parent=none,RECLASSIFY_CONSTRAINT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,RECLASSIFIED
CAN-LAM-ARCH-394,Content suggestions,"When the local worker processes Content suggestions for Phase 10 — Local AI Completeness, it must return a typed candidate carrying model, source, configuration, and asset-revision provenance; failure or cancellation must produce a terminal task state and must not mutate authoritative knowledge.","Content suggestions from the local worker must carry model, source, and configuration provenance and remain reviewable until approved.",IMPLEMENTATION_CONSTRAINT,,"Given a worker run, when content suggestions are produced, then they carry provenance and remain unapplied until approval.",Local AI worker,I10,Content-suggestion fixture.,Phase label; rewrite adds provenance and approval gate.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 10 — Local AI Completeness; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-395,Hardware benchmark,"When the local worker processes Hardware benchmark for Phase 10 — Local AI Completeness, it must return a typed candidate carrying model, source, configuration, and asset-revision provenance; failure or cancellation must produce a terminal task state and must not mutate authoritative knowledge.","The hardware benchmark must measure the local worker's CPU, RAM, GPU memory, and latency on the declared hardware and record results with the hardware profile.",IMPLEMENTATION_CONSTRAINT,,"Given declared hardware, when the benchmark runs, then all required metrics are recorded with the hardware profile.",Local AI worker,I10,Hardware-benchmark fixture.,Phase label; rewrite adds measurable metrics and recording.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 10 — Local AI Completeness; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-396,CPU/GPU/hybrid,"When the local worker processes CPU/GPU/hybrid for Phase 10 — Local AI Completeness, it must return a typed candidate carrying model, source, configuration, and asset-revision provenance; failure or cancellation must produce a terminal task state and must not mutate authoritative knowledge.","The local worker must select CPU, GPU, or hybrid execution from the reviewed hardware assessment and record the selected provider with each task.",IMPLEMENTATION_CONSTRAINT,,"Given assessed hardware, when a task runs, then the provider is selected from the assessment and recorded with the task.",Local AI worker,I10,Provider-selection fixture.,Phase label; rewrite adds provider selection and recording.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 10 — Local AI Completeness; parent=none,REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-398,Snapshots,"When the Phase 11 — Metadata Mutation, Editing & Privacy workflow reads or changes Snapshots, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Metadata mutation snapshots must be versioned and must restore the exact prior values on rollback.,IMPLEMENTATION_CONSTRAINT,,"Given a versioned snapshot, when rollback runs, then the exact prior values are restored.",Editing,I11,Snapshot fixture.,Phase label; rewrite adds versioning and restore.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ARCH-399,Batch operations,"When the Phase 11 — Metadata Mutation, Editing & Privacy workflow reads or changes Batch operations, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Batch metadata operations must preview the full change set and commit only after approval while reporting per-item results.,IMPLEMENTATION_CONSTRAINT,,"Given a batch operation, when preview runs, then the change set is shown and commit requires approval with per-item results.",Editing,I11,Batch-operation fixture.,"Phase label; rewrite adds preview, approval, and reporting.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-ASSET-191,Unmanage Asset,"When the Phase 11 — Metadata Mutation, Editing & Privacy workflow reads or changes Unmanage Asset, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Unmanage Asset must remove the asset from managed organization while preserving the media file and its authority records.,IMPLEMENTATION_CONSTRAINT,,"Given an asset, when Unmanage Asset is confirmed, then the asset leaves managed organization and the media file and records remain intact.",Editing,I11,Unmanage fixture.,Phase label; rewrite adds preservation.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-EDIT-013,Privacy export,"When the Phase 11 — Metadata Mutation, Editing & Privacy workflow reads or changes Privacy export, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Privacy export must produce copies stripped of the reviewed private fields while leaving the original media unchanged.,IMPLEMENTATION_CONSTRAINT,,"Given a privacy export, when it runs, then the copies omit private fields and the original remains unchanged.",Editing,I11,Privacy-export fixture.,Phase label; rewrite adds omission and preservation.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
CAN-LAM-META-070,Clear app metadata,"When the Phase 11 — Metadata Mutation, Editing & Privacy workflow reads or changes Clear app metadata, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",Clear app metadata must remove the reviewed app-owned metadata from assets while preserving media bytes and authority records.,IMPLEMENTATION_CONSTRAINT,,"Given an asset, when app metadata is cleared, then the reviewed fields are removed and media bytes remain unchanged.",Editing,I11,Clear-metadata fixture.,Phase label; rewrite adds removal and preservation.,"Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 11 — Metadata Mutation, Editing & Privacy; parent=none",REWRITE_AS_REQUIREMENT,AI_SEMANTIC_REVIEW_PASS1,2026-08-05-pass1-semantic-rehabilitation,REVIEWED_CORRECTED
