canonical_id,title,source_text,current_statement,matched_template_family,why_current_statement_may_be_semantically_wrong,current_capability,current_phase,current_package,required_disposition,requirement_type,source_section,parent_requirement_id,parent_title,parent_statement,source_length_category
CAN-LAM-ARCH-081,Open in map,Open in map,"When the user invokes Open in map in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite separates navigation from mutation.,Asset viewer,I5,WP-I5-008,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-082,Open in mind map,Open in mind map,"When the user invokes Open in mind map in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite separates navigation from mutation.,Mind-map projections,I9,WP-I9-004,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ASSET-057,Full-screen photo viewing,Full-screen photo viewing,"When the user invokes Full-screen photo viewing in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite adds mode and exit behavior.,Asset viewer,I5,WP-I5-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ASSET-058,Video playback,Video playback,"When the user invokes Video playback in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite adds playback and error behavior.,Asset viewer,I5,WP-I5-004,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ASSET-060,Photographer assignment,Photographer assignment,"When the user invokes Photographer assignment in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite adds role independence.,Relationships and attribution,I8,WP-I8-007,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-DUPLICATE-002,Side-by-side comparison for duplicates,Side-by-side comparison for duplicates,"When the user invokes Side-by-side comparison for duplicates in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite adds read-only comparison.,Asset viewer,I5,WP-I5-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EDIT-003,Tag editing,Tag editing,"When the user invokes Tag editing in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite adds persistence and reflection.,Asset viewer,I5,WP-I5-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-016,Event assignment,Event assignment,"When the user invokes Event assignment in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite adds persistence and plan gating.,Asset viewer,I5,WP-I5-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-EVENT-017,Open in event,Open in event,"When the user invokes Open in event in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite separates navigation from mutation.,Asset viewer,I5,WP-I5-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-014,Open in filesystem,Open in filesystem,"When the user invokes Open in filesystem in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite adds the navigation-only result.,Asset viewer,I5,WP-I5-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-META-025,Metadata inspector,Metadata inspector,"When the user invokes Metadata inspector in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite adds display and no-mutation.,Asset viewer,I5,WP-I5-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-PERSON-030,Person review,Person review,"When the user invokes Person review in 7. Asset Viewer, the viewer must apply or display the behavior for the selected asset, expose the resulting UI state, and preserve the original media when the operation or format is unavailable.",EXACT_LEGACY_OUTPUT;FAMILY:user_invokes,Detected as EXACT_LEGACY_OUTPUT;FAMILY:user_invokes; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Viewer label; rewrite adds review display and no-mutation.,Asset viewer,I5,WP-I5-010,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,7. Asset Viewer,CAN-SECTION-0050,7. Asset Viewer — Asset viewer,Lamha must implement the 7. Asset Viewer behavior for Asset viewer and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-GOV-132,Frontend entry,Frontend entry,"When Frontend entry is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-133,Route structure,Route structure,"When Route structure is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-134,Stores,Stores,"When Stores is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-135,API client,API client,"When API client is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-136,REST endpoints,REST endpoints,"When REST endpoints is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-138,Authentication,Authentication,"When Authentication is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-139,Server entry,Server entry,"When Server entry is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-140,Services,Services,"When Services is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-141,Database repositories,Database repositories,"When Database repositories is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-145,ML requests,ML requests,"When ML requests is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-146,Thumbnail processing,Thumbnail processing,"When Thumbnail processing is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-GOV-150,External libraries,External libraries,"When External libraries is exercised in 8. Current Architecture Mapping Pass, Lamha must expose the resulting state and preserve the prior durable state if validation or execution fails.",EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised,Detected as EXACT_LEGACY_OUTPUT;FAMILY:fallback_exercised; explicit disposition RECLASSIFY_CONSTRAINT with status RECLASSIFIED; rationale: Mapping-pass field label; reclassified as a completeness constraint.,Planning and verification governance,,,RECLASSIFY_CONSTRAINT,CONSTRAINT,8. Current Architecture Mapping Pass,,,,SHORT
CAN-LAM-ARCH-083,Recursive scanning,Recursive scanning,"When a configured library encounters Recursive scanning during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds traversal scope and boundary enforcement.,Media ingestion and derivation,I4,WP-I4-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0051,8. Local Library Scanning — Libraries and storage,Lamha must implement the 8. Local Library Scanning behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-084,Incremental rescanning,Incremental rescanning,"When a configured library encounters Incremental rescanning during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds scoped processing.,Media ingestion and derivation,I4,WP-I4-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0051,8. Local Library Scanning — Libraries and storage,Lamha must implement the 8. Local Library Scanning behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-085,File watching,File watching,"When a configured library encounters File watching during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds change detection and no-mutation.,Media ingestion and derivation,I4,WP-I4-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0051,8. Local Library Scanning — Libraries and storage,Lamha must implement the 8. Local Library Scanning behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-086,External change detection,External change detection,"When a configured library encounters External change detection during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds reconciliation and reporting.,Media ingestion and derivation,I4,WP-I4-002,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0051,8. Local Library Scanning — Libraries and storage,Lamha must implement the 8. Local Library Scanning behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-087,Thumbnail generation,Thumbnail generation,"When a configured library encounters Thumbnail generation during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds preview creation and no-mutation.,Media ingestion and derivation,I4,WP-I4-009,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0051,8. Local Library Scanning — Libraries and storage,Lamha must implement the 8. Local Library Scanning behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-088,Hash calculation,Hash calculation,"When duplicate analysis evaluates Hash calculation in 8. Local Library Scanning, it must create a reviewable candidate with evidence and stable asset identities; no file may be removed or merged when analysis fails or before an explicitly confirmed operation plan.",EXACT_LEGACY_OUTPUT;FAMILY:duplicates_evaluates,Detected as EXACT_LEGACY_OUTPUT;FAMILY:duplicates_evaluates; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds hash computation and storage.,Media ingestion and derivation,I4,WP-I4-007,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0052,8. Local Library Scanning — Duplicates,Lamha must implement the 8. Local Library Scanning behavior for Duplicates and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-089,Sidecar discovery,Sidecar discovery,"When the 8. Local Library Scanning workflow reads or changes Sidecar discovery, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds discovery and no-mutation.,Sidecars and metadata authority,I4,WP-I4-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0053,8. Local Library Scanning — Metadata,Lamha must implement the 8. Local Library Scanning behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-090,Sidecar creation,Sidecar creation,"When the 8. Local Library Scanning workflow reads or changes Sidecar creation, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds validity and journaling.,Media ingestion and derivation,I4,WP-I4-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0053,8. Local Library Scanning — Metadata,Lamha must implement the 8. Local Library Scanning behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-091,Sidecar health checks,Sidecar health checks,"When the 8. Local Library Scanning workflow reads or changes Sidecar health checks, it must preserve the value, authority, and provenance in the appropriate durable record and expose the resulting revision to the derived index. Missing, malformed, or conflicting input must be reported without discarding the last valid value.",EXACT_LEGACY_OUTPUT,Detected as EXACT_LEGACY_OUTPUT; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds reporting and no-mutation.,Sidecars and metadata authority,I4,WP-I4-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0053,8. Local Library Scanning — Metadata,Lamha must implement the 8. Local Library Scanning behavior for Metadata and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-092,Read-only library support,Read-only library support,"When a configured library encounters Read-only library support during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_REQUIREMENT with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds read-only behavior.,Media ingestion and derivation,I4,WP-I4-001,REWRITE_AS_REQUIREMENT,FUNCTIONAL_REQUIREMENT,8. Local Library Scanning,,,,SHORT
CAN-LAM-ARCH-093,Missing-root handling,Missing-root handling,"When a configured library encounters Missing-root handling during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds missing-root handling.,Media ingestion and derivation,I4,WP-I4-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0051,8. Local Library Scanning — Libraries and storage,Lamha must implement the 8. Local Library Scanning behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-ARCH-094,Reconnection handling,Reconnection handling,"When a configured library encounters Reconnection handling during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds identity reconciliation.,External drives and path resilience,I12,WP-I12-003,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0051,8. Local Library Scanning — Libraries and storage,Lamha must implement the 8. Local Library Scanning behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-015,Selecting one or more library roots,Selecting one or more library roots,"When a configured library encounters Selecting one or more library roots during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite separates selection from authorization.,Media ingestion and derivation,I4,WP-I4-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0051,8. Local Library Scanning — Libraries and storage,Lamha must implement the 8. Local Library Scanning behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-016,Existing folder recognition,Existing folder recognition,"When a configured library encounters Existing folder recognition during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_ACCEPTANCE_CRITERION with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds in-place recognition.,Media ingestion and derivation,I4,WP-I4-001,REWRITE_AS_ACCEPTANCE_CRITERION,ACCEPTANCE_CRITERION,8. Local Library Scanning,CAN-SECTION-0051,8. Local Library Scanning — Libraries and storage,Lamha must implement the 8. Local Library Scanning behavior for Libraries and storage and satisfy every linked acceptance criterion.,SHORT
CAN-LAM-FOLDER-017,External-drive support,External-drive support,"When a configured library encounters External-drive support during 8. Local Library Scanning, Rust must apply authorized-root and access-mode rules, expose the resulting root or asset state, and leave files unchanged if validation, permission, or I/O checks fail.",EXACT_LEGACY_OUTPUT;FAMILY:library_encounters,Detected as EXACT_LEGACY_OUTPUT;FAMILY:library_encounters; explicit disposition REWRITE_AS_REQUIREMENT with status REVIEWED_CORRECTED; rationale: Scanning label; rewrite adds external-drive support.,Media ingestion and derivation,I4,WP-I4-001,REWRITE_AS_REQUIREMENT,FUNCTIONAL_REQUIREMENT,8. Local Library Scanning,,,,SHORT
