record_id,record_category,previous_value,final_value,why_previous_wrong,why_final_correct,evidence,review_result,reviewer_type,review_revision,correction_applied
CAN-SECTION-0226,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the Memories behavior for People and faces and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0227,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the 27. Review Centre behavior for People and faces and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0228,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the 30.4 Face and AI privacy behavior for People and faces and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0229,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the originals behavior for People and faces and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0230,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the 35. Desktop User Experience behavior for People and faces and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0231,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the 36. Target Local Architecture We Are Keeping behavior for People and faces and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0232,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the 26. Risk Management behavior for People and faces and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0233,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the 2.2 Single physical media copy behavior for Search and OCR and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0234,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the 36. Target Local Architecture We Are Keeping behavior for Search and OCR and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0235,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the 2.1 Local-first operation behavior for Local data authority and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-SECTION-0236,CATEGORICAL_TEMPLATE_DISPOSITION,Lamha must implement the 2.6 Non-destructive defaults behavior for Local data authority and satisfy every linked acceptance criterion.,Informational trace only; no active implementation phase or package.,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.","The original source text remains traceable while explicit requirements, criteria, schemas, packages, and gates own executable behavior.",01-EVERYTHING-WE-ARE-KEEPING.md / section aggregate,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the generated wrapper from the active canonical set and cleared active phase/package ownership.
CAN-LAM-AI-016,CATEGORICAL_FRAGMENT_DISPOSITION,"Lamha keeps AI assistance, but AI findings must be reviewable.",Informational trace only; no active implementation phase or package.,The generated statement contained only 7 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,01-EVERYTHING-WE-ARE-KEEPING.md / lines 383-383,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-AI-019,CATEGORICAL_FRAGMENT_DISPOSITION,AI must not silently finalize consequential classifications.,Informational trace only; no active implementation phase or package.,The generated statement contained only 6 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,01-EVERYTHING-WE-ARE-KEEPING.md / lines 397-397,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-ARCH-068,CATEGORICAL_FRAGMENT_DISPOSITION,The gallery must work from local files and local indexes only.,Informational trace only; no active implementation phase or package.,The generated statement contained only 7 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,01-EVERYTHING-WE-ARE-KEEPING.md / lines 666-666,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-ARCH-373,CATEGORICAL_FRAGMENT_DISPOSITION,Lamha must not introduce a Node/SvelteKit server runtime.,Informational trace only; no active implementation phase or package.,The generated statement contained only 6 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1382-1382,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-ASSET-052,CATEGORICAL_FRAGMENT_DISPOSITION,both sidecars must remain synchronized with the media file.,Informational trace only; no active implementation phase or package.,The generated statement contained only 6 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,01-EVERYTHING-WE-ARE-KEEPING.md / lines 628-628,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-ASSET-143,CATEGORICAL_FRAGMENT_DISPOSITION,Lamha must not rely only on filename.,Informational trace only; no active implementation phase or package.,The generated statement contained only 4 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,01-EVERYTHING-WE-ARE-KEEPING.md / lines 2076-2076,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-EVENT-049,CATEGORICAL_FRAGMENT_DISPOSITION,An event attendee may display the derived label.,Informational trace only; no active implementation phase or package.,The generated statement contained only 6 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,01-EVERYTHING-WE-ARE-KEEPING.md / lines 1216-1216,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-GOV-095,CATEGORICAL_FRAGMENT_DISPOSITION,Lamha must not refactor production code.,Informational trace only; no active implementation phase or package.,The generated statement contained only 4 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 254-254,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-GOV-101,CATEGORICAL_FRAGMENT_DISPOSITION,Lamha must not reset uncommitted work.,Informational trace only; no active implementation phase or package.,The generated statement contained only 4 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 260-260,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-GOV-157,CATEGORICAL_FRAGMENT_DISPOSITION,Lamha must not map only the master-plan features.,Informational trace only; no active implementation phase or package.,The generated statement contained only 6 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 593-593,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-GOV-293,CATEGORICAL_FRAGMENT_DISPOSITION,Lamha must not run Graphify extraction yet.,Informational trace only; no active implementation phase or package.,The generated statement contained only 5 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1348-1348,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-META-003,CATEGORICAL_FRAGMENT_DISPOSITION,XMP and SQLite never silently outrank these records.,Informational trace only; no active implementation phase or package.,The generated statement contained only 7 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,01-EVERYTHING-WE-ARE-KEEPING.md / lines 63-63,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-META-017,CATEGORICAL_FRAGMENT_DISPOSITION,Irreplaceable user-created metadata must be stored in transparent files.,Informational trace only; no active implementation phase or package.,The generated statement contained only 7 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,01-EVERYTHING-WE-ARE-KEEPING.md / lines 362-362,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
CAN-LAM-META-047,CATEGORICAL_FRAGMENT_DISPOSITION,Lamha must be able to rebuild after SQLite loss.,Informational trace only; no active implementation phase or package.,The generated statement contained only 5 meaningful words and did not define independently testable behavior.,The source fragment remains traceable while reviewed parent behavior or an explicit rewritten gate owns implementation.,01-EVERYTHING-WE-ARE-KEEPING.md / lines 2024-2024,NOT_APPLICABLE,AI_SEMANTIC_CATEGORICAL_REVIEW,2026-08-01-final-blocker-removal,Removed the fragment from the active canonical set and cleared active phase/package ownership.
WP-I0-001,PACKAGE,Immutable archive baseline — create and preserve a repository archive.,Read-only repository provenance and integrity baseline — inspect existing state and write evidence only inside Graphify.,Repository archive creation violates the binding no-backup and no-Git-mutation boundary.,"Replaced archive work with read-only inventory, hashing, Git-state observation, and toolchain/manifest analysis.",Final blocker-removal mission sections 5 and 6,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,"Replaced archive work with read-only inventory, hashing, Git-state observation, and toolchain/manifest analysis."
WP-I0-002,PACKAGE,Git baseline and rollback tag.,Read-only Git-state inspection with optional locks disabled and zero Git mutation.,Creating a rollback tag is a prohibited Git mutation and is unnecessary for provenance.,"Removed tag creation, commits, branches, stashes, worktrees, index writes, and config writes.",Final blocker-removal mission sections 2 and 6,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,"Removed tag creation, commits, branches, stashes, worktrees, index writes, and config writes."
WP-I0-003,PACKAGE,Repository and archive hashes.,"Existing repository SHA-256 manifest without an archive, backup, or duplicate tree.",Direct file hashes prove integrity; an archive hash requires a prohibited archive.,Removed archive hashing and retained path/size/digest verification.,Final blocker-removal mission sections 2 and 5,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Removed archive hashing and retained path/size/digest verification.
WP-I0-006,PACKAGE,Disposable build workspace created during baseline.,"Build-output isolation decision only; no current workspace, copy, build, test, cache, or generated output.",Workspace creation could duplicate or contaminate repository state before read-only provenance exits.,Deferred writable execution and recorded only the future isolation boundary.,"Final blocker-removal mission sections 1, 2, and 5",REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Deferred writable execution and recorded only the future isolation boundary.
WP-I15-015,PACKAGE,No dedicated replacement-verified legacy-removal package.,"Legacy replacement verification and removal with migrated-caller, dependency, runtime, installer, and parity gates.",Legacy removal lacked an explicit package that prevents deletion before replacement verification.,Added a bounded removal package gated by integrated parity and outbound verification.,FAIL-09 review and final blocker-removal mission dependency requirements,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added a bounded removal package gated by integrated parity and outbound verification.
CAN-LAM-ASSET-004,MEMBERSHIP,WP-I4-004,WP-I4-003,The requirement spans the approved media-class contract; HEIF/RAW decode is only one dependent implementation slice.,Moved primary ownership to Media format classification; specific decoders remain dependencies.,CAN-LAM-ASSET-004 reviewed wording and I4 package surfaces,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Moved primary ownership to Media format classification; specific decoders remain dependencies.
CAN-SECTION-0120,MEMBERSHIP,WP-I3-002,WP-I11-010,"The parent primary phase is I11 and covers metadata snapshots, privacy export, and non-destructive mutation; an I3 identity package contradicted the reviewed phase.",Reconciled the package to I11 Metadata snapshots and restore; remaining phase exceptions are zero.,"Linked child records CAN-LAM-ASSET-042, CAN-LAM-EDIT-001, and CAN-LAM-META-019",REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Reconciled the package to I11 Metadata snapshots and restore; remaining phase exceptions are zero.
CAN-LAM-ARCH-020,MEMBERSHIP,NO_ACTIVE_PRIMARY_PACKAGE,WP-I12-005,Pending sidecar overlay durability and conflict validation belong to the pending-overlay contract.,Assigned the active prohibition to I12 pending sidecar overlays.,CAN-LAM-ARCH-020 reviewed wording and WP-I12-005 boundary,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Assigned the active prohibition to I12 pending sidecar overlays.
CAN-LAM-ASSET-026,MEMBERSHIP,NO_ACTIVE_PRIMARY_PACKAGE,WP-I8-005,Effective-dated relationship interval preservation is owned by multi-edge relationship history.,Assigned the active invariant to I8 relationship history.,CAN-LAM-ASSET-026 reviewed wording and WP-I8-005 boundary,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Assigned the active invariant to I8 relationship history.
CAN-LAM-ASSET-047,MEMBERSHIP,NO_ACTIVE_PRIMARY_PACKAGE,WP-I6-008,Unknown-date preservation and approval boundaries belong to event date and location boundaries.,Assigned the active prohibition to I6 date boundaries.,CAN-LAM-ASSET-047 reviewed wording and WP-I6-008 boundary,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Assigned the active prohibition to I6 date boundaries.
CAN-LAM-ASSET-090,MEMBERSHIP,NO_ACTIVE_PRIMARY_PACKAGE,WP-I8-007,"Photographer proposals and approval are part of typed photographer, camera-owner, and importer attribution.",Assigned the active prohibition to I8 attribution.,CAN-LAM-ASSET-090 reviewed wording and WP-I8-007 boundary,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Assigned the active prohibition to I8 attribution.
CAN-LAM-DELETE-285,MEMBERSHIP,NO_ACTIVE_PRIMARY_PACKAGE,WP-I15-015,Reusable-component preservation is a legacy replacement-verification and removal gate.,Assigned the active removal gate to I15 replacement-verified removal.,CAN-LAM-DELETE-285 reviewed wording and WP-I15-015 boundary,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Assigned the active removal gate to I15 replacement-verified removal.
CAN-LAM-GOV-254,MEMBERSHIP,NO_ACTIVE_PRIMARY_PACKAGE,WP-I3-012,Coordinator and manifest preparation is the prepare-and-stage transaction boundary.,Assigned the active prohibition to I3 transaction preparation.,CAN-LAM-GOV-254 reviewed wording and WP-I3-012 boundary,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Assigned the active prohibition to I3 transaction preparation.
CAN-LAM-PERSON-051,MEMBERSHIP,NO_ACTIVE_PRIMARY_PACKAGE,WP-I7-008,Active and historical group membership conflicts belong to temporal group memberships.,Assigned the active prohibition to I7 temporal group memberships.,CAN-LAM-PERSON-051 reviewed wording and WP-I7-008 boundary,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Assigned the active prohibition to I7 temporal group memberships.
WP-I0-002<-WP-I0-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_PROVENANCE: Git-state inspection uses the resolved repository identity and read-only boundary established by the provenance baseline.,The technical prerequisite was absent from the active DAG.,Git-state inspection uses the resolved repository identity and read-only boundary established by the provenance baseline.,I0 provenance and Git-state package boundaries,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I0-003<-WP-I0-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_PROVENANCE: The repository hash manifest requires the resolved roots and exclusion boundary from the provenance baseline.,The technical prerequisite was absent from the active DAG.,The repository hash manifest requires the resolved roots and exclusion boundary from the provenance baseline.,I0 integrity baseline,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I0-004<-WP-I0-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_PROVENANCE: Manifest conflict analysis requires the existing-file inventory and repository identity before comparing declarations.,The technical prerequisite was absent from the active DAG.,Manifest conflict analysis requires the existing-file inventory and repository identity before comparing declarations.,I0 manifest investigation,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I0-005<-WP-I0-004,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_DECISION: Toolchain inventory must interpret the reviewed manifest and lockfile conflicts rather than assume a toolchain.,The technical prerequisite was absent from the active DAG.,Toolchain inventory must interpret the reviewed manifest and lockfile conflicts rather than assume a toolchain.,Toolchain and mixed-version packages,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I0-008<-WP-I0-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_PROVENANCE: Missing-fixture classification requires the complete existing-file inventory to distinguish absence from an excluded path.,The technical prerequisite was absent from the active DAG.,Missing-fixture classification requires the complete existing-file inventory to distinguish absence from an excluded path.,I0 fixture classification,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I0-009<-WP-I0-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_PROVENANCE: Frontend coupling inventory requires the resolved read-only repository corpus and exact current paths.,The technical prerequisite was absent from the active DAG.,Frontend coupling inventory requires the resolved read-only repository corpus and exact current paths.,I0 frontend inventory,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I0-010<-WP-I0-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_PROVENANCE: Outbound and commercial integration inventory requires the complete resolved repository corpus.,The technical prerequisite was absent from the active DAG.,Outbound and commercial integration inventory requires the complete resolved repository corpus.,I0 outbound inventory,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I0-011<-WP-I0-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_PROVENANCE: Active-plan authority adoption depends on the proven read/write boundary and repository identity.,The technical prerequisite was absent from the active DAG.,Active-plan authority adoption depends on the proven read/write boundary and repository identity.,I0 plan authority,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I1-001<-WP-I0-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_PROVENANCE: Brand inventory must inspect the proven existing corpus before any visible or package identity changes.,The technical prerequisite was absent from the active DAG.,Brand inventory must inspect the proven existing corpus before any visible or package identity changes.,Brand inventory scope,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I1-002<-WP-I1-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_DECISION: Visible rebranding requires the reviewed brand and identity inventory.,The technical prerequisite was absent from the active DAG.,Visible rebranding requires the reviewed brand and identity inventory.,Brand decision boundary,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I1-003<-WP-I1-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_DECISION: Package and bundle identity must use the same reviewed canonical brand identity.,The technical prerequisite was absent from the active DAG.,Package and bundle identity must use the same reviewed canonical brand identity.,Package identity decision,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I1-004<-WP-I1-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_DECISION: Brand asset replacement requires the approved asset inventory and canonical identity.,The technical prerequisite was absent from the active DAG.,Brand asset replacement requires the approved asset inventory and canonical identity.,Brand asset inventory,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I1-005<-WP-I1-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_PROVENANCE: Licence and attribution preservation requires the complete brand and legal-file inventory.,The technical prerequisite was absent from the active DAG.,Licence and attribution preservation requires the complete brand and legal-file inventory.,Legal and attribution inventory,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I2-004<-WP-I2-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_COMPONENT: Tauri capabilities and permissions require a bootstrapped shell and concrete command surface.,The technical prerequisite was absent from the active DAG.,Tauri capabilities and permissions require a bootstrapped shell and concrete command surface.,Tauri shell architecture,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I2-005<-WP-I2-007,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_COMMAND_CONTRACT: Local settings bootstrap must use the versioned IPC envelope and typed error contract.,The technical prerequisite was absent from the active DAG.,Local settings bootstrap must use the versioned IPC envelope and typed error contract.,IPC envelope and settings commands,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I3-001<-WP-I2-007,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_COMMAND_CONTRACT: Authoritative records exposed through the desktop boundary require the stable versioned IPC envelope.,The technical prerequisite was absent from the active DAG.,Authoritative records exposed through the desktop boundary require the stable versioned IPC envelope.,Record envelope and IPC versioning,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
WP-I3-007<-WP-I3-001,DEPENDENCY,No explicit reviewed technical edge; package was an unexplained root or lacked this prerequisite.,REQUIRES_SCHEMA: Authoritative schema migrations require the closed record envelope and revision semantics.,The technical prerequisite was absent from the active DAG.,Authoritative schema migrations require the closed record envelope and revision semantics.,Record envelope schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,Added the explicit technical prerequisite edge.
