Package ID,Exit-gate text,Test evidence required,Contract evidence required,Schema evidence required,Persistence evidence required,Recovery evidence required,Platform evidence required,Performance evidence required,Changed-file evidence required,Stop condition,Final result,Evidence,Reviewer role,Review revision,Verification status,Item-specific rationale
WP-I6-004,"Exit only when the reviewed fixtures for requirements CAN-LAM-FOLDER-001, CAN-LAM-PERSON-021 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-FOLDER-001, CAN-LAM-PERSON-021; verification methods include Given dated and undated event proposals, when materializatio; Mixed-group event fixture..","Contracts affected by requirements CAN-LAM-FOLDER-001, CAN-LAM-PERSON-021; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-FOLDER-001, CAN-LAM-PERSON-021; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-FOLDER-001, CAN-LAM-PERSON-021 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I6-004,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I6-004: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I6-005,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-044, CAN-LAM-ARCH-053, CAN-LAM-PERSON-018 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-044, CAN-LAM-ARCH-053, CAN-LAM-PERSON-018; verification methods include Merge-preview fixture with approval checks.; Merge/split planning fixture.; Friends-category event fixture..","Contracts affected by requirements CAN-LAM-ARCH-044, CAN-LAM-ARCH-053, CAN-LAM-PERSON-018; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-044, CAN-LAM-ARCH-053, CAN-LAM-PERSON-018; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-044, CAN-LAM-ARCH-053, CAN-LAM-PERSON-018 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I6-005,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I6-005: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I6-006,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-045, CAN-LAM-ARCH-380, CAN-LAM-ARCH-381, CAN-LAM-EDGE-06, CAN-LAM-EVENT-024, CAN-LAM-EVENT-044, CAN-LAM-EVENT-059, CAN-LAM-FOLDER-008, CAN-LAM-FOLDER-019, CAN-LAM-FOLDER-020, CAN-LAM-FOLDER-069, CAN-LAM-INV-EVENT-02... pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-045, CAN-LAM-ARCH-380, CAN-LAM-ARCH-381, CAN-LAM-EDGE-06, CAN-LAM-EVENT-024, CAN-LAM-EVENT-044, CAN-LAM-EVENT-059, CAN-LAM-FOLDER-008, CAN-LAM-FOLDER-019, CAN-LAM-FOLDER-020, CAN-LAM-FOLDER-069, CAN-LAM-INV-EVENT-02...; verification methods include Split-preview fixture with approval checks.; Link fixture.; Split fixture.; Midnight-spanning event fixture with split-confirmation chec.","Contracts affected by requirements CAN-LAM-ARCH-045, CAN-LAM-ARCH-380, CAN-LAM-ARCH-381, CAN-LAM-EDGE-06, CAN-LAM-EVENT-024, CAN-LAM-EVENT-044, CAN-LAM-EVENT-059, CAN-LAM-FOLDER-008...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-045, CAN-LAM-ARCH-380, CAN-LAM-ARCH-381, CAN-LAM-EDGE-06, CAN-LAM-EVENT-024, CAN-LAM-EVENT-044, CAN-LAM-EVENT-059, CAN-LAM-FOLDER-008...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-045, CAN-LAM-ARCH-380, CAN-LAM-ARCH-381, CAN-LAM-EDGE-06, CAN-LAM-EVENT-024, CAN-LAM-EVENT-044, CAN-LAM-EVENT-059, CAN-LAM-FOLDER-008, CAN-LAM-FOLDER-019, CAN-LAM-FOLDER-020, CAN-LAM-FOLDER-069, CAN-LAM-INV-EVENT-02... pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I6-006,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I6-006: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I6-007,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; verification methods include Bulk-rename fixture.; Timestamp-ambiguity fixture with raw-value retention check.; Event-folder naming fixture.; Folder-normalization fixture..","Contracts affected by requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I6-007,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I6-007: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I6-008,"Exit only when the reviewed fixtures for requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021, CAN-LAM-EVENT-022, CAN-LAM-EVENT-053, CAN-LAM-EVENT-054 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021, CAN-LAM-EVENT-022, CAN-LAM-EVENT-053, CAN-LAM-EVENT-054; verification methods include Midnight continuity and suggestion-only gate.; Multi-location event fixture.; Unknown-date fixture.; Midnight-capture event fixture..","Contracts affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-FAIL-17, CAN-LAM-ARCH-036, CAN-LAM-ARCH-054, CAN-LAM-ASSET-038, CAN-LAM-ASSET-047, CAN-LAM-EVENT-009, CAN-LAM-EVENT-020, CAN-LAM-EVENT-021, CAN-LAM-EVENT-022, CAN-LAM-EVENT-053, CAN-LAM-EVENT-054 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I6-008,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I6-008: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I6-009,"Exit only when the reviewed fixtures for requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058, CAN-LAM-FOLDER-007, CAN-LAM-FOLDER-018, CAN-LAM-FOLDER-025, CAN-LAM-FOLDER-038... pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058, CAN-LAM-FOLDER-007, CAN-LAM-FOLDER-018, CAN-LAM-FOLDER-025, CAN-LAM-FOLDER-038...; verification methods include Zero-category-folder materialization gate.; Linked-folder immobility gate.; Multi-day event fixture with split confirmation.; Planned-move fixture with scope checks..","Contracts affected by requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058, CAN-LAM-FOLDER-007, CAN-LAM-FOLDER-018, CAN-LAM-FOLDER-025, CAN-LAM-FOLDER-038... pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I6-009,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I6-009: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I6-010,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-050, CAN-LAM-ASSET-036, CAN-LAM-PERSON-020 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-050, CAN-LAM-ASSET-036, CAN-LAM-PERSON-020; verification methods include Multi-select fixture.; No-people view fixture.; Unknown-people event fixture..","Contracts affected by requirements CAN-LAM-ARCH-050, CAN-LAM-ASSET-036, CAN-LAM-PERSON-020; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-050, CAN-LAM-ASSET-036, CAN-LAM-PERSON-020; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-050, CAN-LAM-ASSET-036, CAN-LAM-PERSON-020 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I6-010,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I6-010: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-001,Face detection fixture suite passes.,"Fixture suite covering detection candidates, targeted reprocessing scope, correction update limits, and misclassification review creation.",Face detection task and candidate contracts,Face candidate and misclassification review records,Candidate writes are reviewable; failed tasks return typed state without partial claims.,Candidate writes are reviewable; failed tasks return typed state without partial claims.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Face detection fixture suite passes.,VERIFIED,Exit gate text from work-packages.json for WP-I7-001,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-001: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-002,Exit only when the reviewed fixtures for requirements  pass and completion evidence is recorded.,Run reviewed fixtures for requirements ; verification methods include .,Contracts affected by requirements ; registry references are resolved in the package packet.,Schemas affected by requirements ; schema paths are resolved in the package packet.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Exit only when the reviewed fixtures for requirements  pass and completion evidence is recorded.,VERIFIED,Exit gate text from work-packages.json for WP-I7-002,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-002: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-003,"Exit only when the reviewed fixtures for requirements CAN-FAIL-06, CAN-LAM-ARCH-103, CAN-LAM-ARCH-382, CAN-LAM-EDGE-07, CAN-LAM-PERSON-008, CAN-LAM-PERSON-009, CAN-LAM-PERSON-027, CAN-LAM-PERSON-033, CAN-LAM-PERSON-034 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-FAIL-06, CAN-LAM-ARCH-103, CAN-LAM-ARCH-382, CAN-LAM-EDGE-07, CAN-LAM-PERSON-008, CAN-LAM-PERSON-009, CAN-LAM-PERSON-027, CAN-LAM-PERSON-033, CAN-LAM-PERSON-034; verification methods include Face-cluster human-review gate.; Cluster-split fixture with assignment and undo verification.; Cluster fixture.; Accidental-merge fixture with snapshot and undo verification.","Contracts affected by requirements CAN-FAIL-06, CAN-LAM-ARCH-103, CAN-LAM-ARCH-382, CAN-LAM-EDGE-07, CAN-LAM-PERSON-008, CAN-LAM-PERSON-009, CAN-LAM-PERSON-027, CAN-LAM-PERSON-033...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-06, CAN-LAM-ARCH-103, CAN-LAM-ARCH-382, CAN-LAM-EDGE-07, CAN-LAM-PERSON-008, CAN-LAM-PERSON-009, CAN-LAM-PERSON-027, CAN-LAM-PERSON-033...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-FAIL-06, CAN-LAM-ARCH-103, CAN-LAM-ARCH-382, CAN-LAM-EDGE-07, CAN-LAM-PERSON-008, CAN-LAM-PERSON-009, CAN-LAM-PERSON-027, CAN-LAM-PERSON-033, CAN-LAM-PERSON-034 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I7-003,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-003: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-004,Person identity fixture suite passes.,"Fixture suite covering stable identity, person page loading, match candidates, visible-people separation, and name search.",Person identity and person-page contracts,Person identity and match candidate records,Record writes are revisioned; failed loads preserve prior view.,Record writes are revisioned; failed loads preserve prior view.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Person identity fixture suite passes.,VERIFIED,Exit gate text from work-packages.json for WP-I7-004,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-004: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-005,Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-121 pass and completion evidence is recorded.,Run reviewed fixtures for requirements CAN-LAM-ARCH-121; verification methods include Rename-and-search fixture with alias preservation check..,Contracts affected by requirements CAN-LAM-ARCH-121; registry references are resolved in the package packet.,Schemas affected by requirements CAN-LAM-ARCH-121; schema paths are resolved in the package packet.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-121 pass and completion evidence is recorded.,VERIFIED,Exit gate text from work-packages.json for WP-I7-005,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-005: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-007,"Exit only when the reviewed fixtures for requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013, CAN-LAM-PERSON-121 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013, CAN-LAM-PERSON-121; verification methods include Nested-group and cycle-rejection gate.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Naming fixture.; Hide fixture..","Contracts affected by requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013...; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-FAIL-15, CAN-LAM-ARCH-120, CAN-LAM-ARCH-383, CAN-LAM-ARCH-384, CAN-LAM-EVENT-041, CAN-LAM-INV-PERSON-01, CAN-LAM-PERSON-010, CAN-LAM-PERSON-013, CAN-LAM-PERSON-121 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I7-007,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-007: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-008,Temporal membership fixture suite passes.,"Fixture suite covering active/former/inactive intervals, historical preservation, end-date closure, and overlapping active membership rejection.",Temporal membership contracts,Group membership temporal records,Membership writes are revisioned; invalid changes are rejected.,Membership writes are revisioned; invalid changes are rejected.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Temporal membership fixture suite passes.,VERIFIED,Exit gate text from work-packages.json for WP-I7-008,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-008: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-009,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-104, CAN-LAM-PERSON-035, CAN-LAM-PERSON-036, CAN-LAM-PERSON-037, CAN-LAM-PERSON-038, CAN-LAM-PERSON-039 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-104, CAN-LAM-PERSON-035, CAN-LAM-PERSON-036, CAN-LAM-PERSON-037, CAN-LAM-PERSON-038, CAN-LAM-PERSON-039; verification methods include Re-evaluation fixture with confirmed-assignment preservation; Face-removal fixture with record-preservation checks.; Face-reassignment fixture with projection and hash checks.; Non-face fixture with exclusion verification..","Contracts affected by requirements CAN-LAM-ARCH-104, CAN-LAM-PERSON-035, CAN-LAM-PERSON-036, CAN-LAM-PERSON-037, CAN-LAM-PERSON-038, CAN-LAM-PERSON-039; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-104, CAN-LAM-PERSON-035, CAN-LAM-PERSON-036, CAN-LAM-PERSON-037, CAN-LAM-PERSON-038, CAN-LAM-PERSON-039; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-104, CAN-LAM-PERSON-035, CAN-LAM-PERSON-036, CAN-LAM-PERSON-037, CAN-LAM-PERSON-038, CAN-LAM-PERSON-039 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I7-009,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-009: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-010,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; verification methods include Embedding-privacy fixture.; Entire-library privacy fixture.; One-asset privacy fixture.; Face-box privacy fixture..","Contracts affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-ARCH-298, CAN-LAM-ARCH-299, CAN-LAM-ASSET-137, CAN-LAM-PERSON-093, CAN-LAM-PERSON-094, CAN-LAM-PERSON-096 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I7-010,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-010: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I7-011,Exit only when the reviewed fixtures for requirements CAN-LAM-PERSON-100 pass and completion evidence is recorded.,Run reviewed fixtures for requirements CAN-LAM-PERSON-100; verification methods include People-UI fixture..,Contracts affected by requirements CAN-LAM-PERSON-100; registry references are resolved in the package packet.,Schemas affected by requirements CAN-LAM-PERSON-100; schema paths are resolved in the package packet.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,Exit only when the reviewed fixtures for requirements CAN-LAM-PERSON-100 pass and completion evidence is recorded.,VERIFIED,Exit gate text from work-packages.json for WP-I7-011,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I7-011: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
WP-I8-001,"Exit only when the reviewed fixtures for requirements CAN-LAM-AI-042, CAN-LAM-ARCH-164, CAN-LAM-ARCH-386, CAN-LAM-ASSET-075, CAN-LAM-PERSON-068 pass and completion evidence is recorded.","Run reviewed fixtures for requirements CAN-LAM-AI-042, CAN-LAM-ARCH-164, CAN-LAM-ARCH-386, CAN-LAM-ASSET-075, CAN-LAM-PERSON-068; verification methods include AI-tag privacy fixture.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Namespace fixture.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio.","Contracts affected by requirements CAN-LAM-AI-042, CAN-LAM-ARCH-164, CAN-LAM-ARCH-386, CAN-LAM-ASSET-075, CAN-LAM-PERSON-068; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-AI-042, CAN-LAM-ARCH-164, CAN-LAM-ARCH-386, CAN-LAM-ASSET-075, CAN-LAM-PERSON-068; schema paths are resolved in the package packet.",No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,Windows/macOS/Linux where applicable,declared budget where applicable,packet-scoped diff,"Exit only when the reviewed fixtures for requirements CAN-LAM-AI-042, CAN-LAM-ARCH-164, CAN-LAM-ARCH-386, CAN-LAM-ASSET-075, CAN-LAM-PERSON-068 pass and completion evidence is recorded.",VERIFIED,Exit gate text from work-packages.json for WP-I8-001,GPT_5_6_FINAL_EXIT_GATE_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED,"Cross-checked work-packages.json exit_gate, completion_evidence, and the rendered packet for WP-I8-001: the gate is measurable, package-specific, and consistent with the packet's completion evidence and stop condition."
